geo	series	samn	donor_id	has_samn	has_donor	samn_is_cross	title	characteristics	molecule	instrument	data_processing	library_source	extract_protocol	scprob	lib_size_a3
GSM2344261	GSE88601	SAMN04284421	encdo222aaa	TRUE	TRUE	TRUE	total RNA-seq from hepatocyte (ENCLB881IUD)	cell_type: hepatocyte,biomaterial_type: in vitro differentiated cells,description: Frozen or fixed, in vitro differentiated hepatocyte-like cells from ES WA09 (H9) by the SESCC for use by the ENCODE consortia,biosample encode accession: ENCBS520VFV (SAMN04284421),age: 5 day,donor_id: ENCDO222AAA,dev stage: embryonic,Sex: female,health state: healthy,lab: Richard Myers, HAIB,link: ENCBS520VFV at ENCODE; https://www.encodeproject.org/ENCBS520VFV/,link: Derived from ENCODE donor ENCDO222AAA; https://www.encodeproject.org/ENCDO222AAA/,link: differentiation protocol; https://www.encodeproject.org/documents/c7707280-f681-4c88-9b16-9271082c8b32/@@download/attachment/SESCC_ENCODE_differentiation_SOPs_May30_2014.pdf	total RNA	Illumina HiSeq 2500	See GSM*_README.txt supplementary file linked below	transcriptomic	extraction method: Ambion mirVana,extraction protocol: https://www.encodeproject.org/documents/f0cc5a7f-96a5-4970-9f46-317cc8e2d6a4/@@download/attachment/cms_055423.pdf, extraction protocol: https://www.encodeproject.org/documents/428a184d-7fa1-4599-9d8d-749c2eba7edd/@@download/attachment/cms_055740.pdf, extraction protocol: https://www.encodeproject.org/documents/49fd5b3b-9878-4ec8-92bf-ef6dce9116e3/@@download/attachment/SMARTer%20Ultra%20Low%20RNA%20Kit%20for%20Illumina%20Sequencing%20User%20Manual%20%28PT5163-1%29_120213.pdf	0.10416126556850507	62191085
GSM2344225	GSE88579	SAMN05897040	encdo451rua	TRUE	TRUE	TRUE	total RNA-seq from upper lobe of left lung (ENCLB692XZA)	tissue_type: upper lobe of left lung,biomaterial_type: tissue,description: Lung tissue obtained from GTEx for the Gingeras lab to conduct RNA-Seq assays on.,biosample encode accession: ENCBS271JIM (SAMN05897040),age: 54 year,dev stage: adult,donor_id: ENCDO451RUA,Sex: male,lab: Thomas Gingeras, CSHL,link: ENCBS271JIM at ENCODE; https://www.encodeproject.org/ENCBS271JIM/,link: Derived from ENCODE donor ENCDO451RUA; https://www.encodeproject.org/ENCDO451RUA/	total RNA	Illumina HiSeq 2500	See GSM*_README.txt supplementary file linked below	transcriptomic	extraction method: see document,general protocol: https://www.encodeproject.org/documents/d921255f-4038-4d8e-b5b9-180fb3270361/@@download/attachment/296291.pdf	3.9794948322181535e-4	32118055
GSM2343483	GSE88143	SAMN05897718	encdo451rua	TRUE	TRUE	TRUE	total RNA-seq from Peyer's patch (ENCLB833ZLW)	tissue_type: Peyer's patch,biomaterial_type: tissue,description: Small intestine aliquot received by the Gingeras lab to conduct RNA-Seq assays on.,biosample encode accession: ENCBS943XLR (SAMN05897718),dev stage: adult,Sex: male,donor_id: ENCDO451RUA,age: 54 year,lab: Thomas Gingeras, CSHL,link: ENCBS943XLR at ENCODE; https://www.encodeproject.org/ENCBS943XLR/,link: Derived from ENCODE donor ENCDO451RUA; https://www.encodeproject.org/ENCDO451RUA/	total RNA	Illumina HiSeq 2500	See GSM*_README.txt supplementary file linked below	transcriptomic	extraction method: see document,general protocol: https://www.encodeproject.org/documents/a38fbbe0-bef7-4b7c-aff3-e6691eacdb06/@@download/attachment/296377.pdf	0	31404159
GSM2343633	GSE88231	SAMN04875913	NA	TRUE	FALSE	TRUE	shRNA RNA-seq from HepG2 (ENCLB508THB)	antibody: Control,line: HepG2,biomaterial_type: immortalized cell line,description: RNA-seq on HepG2 cells treated with an Control shRNA against no target (NT-BGHLV12-01-93),biosample encode accession: ENCBS623BZF (SAMN04875913),age: 15 year,dev stage: child,Sex: male,health state: hepatocellular carcinoma,lab: Brenton Graveley, UConn,link: ENCBS623BZF at ENCODE; https://www.encodeproject.org/ENCBS623BZF/,link: Derived from ENCODE donor ENCDO000AAC; https://www.encodeproject.org/ENCDO000AAC/,link: general protocol; https://www.encodeproject.org/documents/f08f3256-32f0-4a46-8965-6cf9ac38a400/@@download/attachment/Graveley-HepG2-growth-protocol.pdf,link: ENCODE dbxrefs Cellosaurus CVCL_0027; http://web.expasy.org/cellosaurus/CVCL_0027	total RNA	Illumina HiSeq 2000	See GSM*_README.txt supplementary file linked below	transcriptomic	extraction method: Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270),general protocol: https://www.encodeproject.org/documents/be1e41c9-73f2-415f-89a9-ece44f3c25b7/@@download/attachment/L-NT-BGHLV12-a_17742.pdf	0.012361570638711192	17845958
GSM2344102	GSE88510	SAMN05897362	encdo793lxb	TRUE	TRUE	TRUE	total RNA-seq from stomach (ENCLB580LKL)	tissue_type: stomach,biomaterial_type: tissue,description: Stomach aliquot received by the Gingeras lab to conduct RNA-Seq assays on.,biosample encode accession: ENCBS607DWD (SAMN05897362),age: 53 year,dev stage: adult,donor_id: ENCDO793LXB,Sex: female,lab: Thomas Gingeras, CSHL,link: ENCBS607DWD at ENCODE; https://www.encodeproject.org/ENCBS607DWD/,link: Derived from ENCODE donor ENCDO793LXB; https://www.encodeproject.org/ENCDO793LXB/	total RNA	Illumina HiSeq 2500	See GSM*_README.txt supplementary file linked below	transcriptomic	extraction method: see document,general protocol: https://www.encodeproject.org/documents/32d0862e-8585-4810-8324-e380e2e91e9c/@@download/attachment/296675.pdf	0.07285425899275479	47739954
GSM2138783	GSE80892	SAMN04875944	NA	TRUE	FALSE	TRUE	shRNA RNA-seq from HepG2 (ENCLB848OMP)	antibody: Control,line: HepG2,biomaterial_type: immortalized cell line,description: RNA-seq on HepG2 cells treated with an Control shRNA against no target. (NT_BGHLV14-1),biosample encode accession: ENCBS984EPA (SAMN04875944),age: 15 year,dev stage: child,Sex: male,health state: hepatocellular carcinoma,lab: Brenton Graveley, UConn,link: ENCBS984EPA at ENCODE; https://www.encodeproject.org/ENCBS984EPA/,link: Derived from ENCODE donor ENCDO000AAC; https://www.encodeproject.org/ENCDO000AAC/,link: general protocol; https://www.encodeproject.org/documents/f08f3256-32f0-4a46-8965-6cf9ac38a400/@@download/attachment/Graveley-HepG2-growth-protocol.pdf,link: ENCODE dbxrefs Cellosaurus CVCL_0027; http://web.expasy.org/cellosaurus/CVCL_0027	total RNA	Illumina HiSeq 2000	See GSM*_README.txt supplementary file linked below	transcriptomic	extraction method: Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270),general protocol: https://www.encodeproject.org/documents/7462b134-6fc6-4c07-9501-e72abdb0c24d/@@download/attachment/L-NT_BGHLV14-1.pdf	0.007512393121208397	25154288
GSM5331123	GSE175228	SAMN04284326	encdo000aak	TRUE	TRUE	TRUE	total RNA-seq from GM12878 (ENCLB883QSZ)	line: GM12878,biomaterial_type: cell line,description: B-lymphocyte, lymphoblastoid, International HapMap Project - CEPH/Utah - European Caucasion, Epstein-Barr Virus,biosample encode accession: ENCBS089RNA (SAMN04284326),age: unknown,donor_id: ENCDO000AAK,dev stage: adult,Sex: female,health state: unknown,lab: Ali Mortazavi, UCI,link: ENCBS089RNA at ENCODE; https://www.encodeproject.org/ENCBS089RNA/,link: Derived from ENCODE donor ENCDO000AAK; https://www.encodeproject.org/ENCDO000AAK/,link: growth protocol; https://www.encodeproject.org/documents/115993c6-3080-41bb-bb0f-93dec3200d3e/@@download/attachment/Growth_Protocol_for_GM12878_cells_used_for_the_RNA_evaluation.txt,link: ENCODE dbxrefs Cellosaurus CVCL_7526; http://web.expasy.org/cellosaurus/CVCL_7526,link: Coriell sample source; http://ccr.coriell.org/Sections/Search/Sample_Detail.aspx?Ref=GM12878&PgId=166	total RNA	Illumina NovaSeq 6000	See GSM*_README.txt supplementary file linked below	transcriptomic	extraction protocol: https://www.encodeproject.org/documents/33482357-bcb8-43d0-ac76-d58ff785b710/@@download/attachment/Norgen_Animal-Tissue-RNA-Purification-Kit-Insert-PI25700-8-M14.pdf, general protocol: https://www.encodeproject.org/documents/01a7807d-0d18-4a4a-ac90-f4056a25a681/@@download/attachment/manualE7760_Directional_RNA_library_kit_October30_2018.pdf	0.003648588653261304	31822102
GSM2072549	GSE78652	SAMN04284453	NA	TRUE	FALSE	TRUE	total RNA-seq from A375 (ENCLB516QBX)	line: A375,biomaterial_type: immortalized cell line,description: Epithelial cells, malignant melanoma,biosample encode accession: ENCBS606AAA (SAMN04284453),age: 54 year,dev stage: adult,passage number: 3,Sex: female,health state: malignant melanoma,lab: Bradley Bernstein, Broad,link: ENCBS606AAA at ENCODE; https://www.encodeproject.org/ENCBS606AAA/,link: Derived from ENCODE donor ENCDO348AAA; https://www.encodeproject.org/ENCDO348AAA/,link: ENCODE dbxrefs Cellosaurus CVCL_0132; http://web.expasy.org/cellosaurus/CVCL_0132,link: ATCC sample source; http://www.atcc.org/products/all/CRL-1619.aspx	total RNA	Illumina HiSeq 2000	See GSM*_README.txt supplementary file linked below	transcriptomic	data sheet: https://www.encodeproject.org/documents/28fef8e0-e171-450d-b66d-e3d199531cf2/@@download/attachment/Ambion-ERCC-Mix1.pdf,extraction method: see document,general protocol: https://www.encodeproject.org/documents/9c83c5ac-0415-4045-94d1-0d8059829610/@@download/attachment/LID287569.pdf	0.005439492763782469	77188806
GSM2071268	GSE78292	SAMN04284283	encdo065aaa	TRUE	TRUE	TRUE	small RNA-seq from diencephalon (ENCLB220ZZZ)	tissue_type: diencephalon,biomaterial_type: tissue,description: Human fetal diencephalon,biosample encode accession: ENCBS052RNA (SAMN04284283),age: 22 week,donor_id: ENCDO065AAA,dev stage: fetal,Sex: male,health state: unknown,lab: Thomas Gingeras, CSHL,link: ENCBS052RNA at ENCODE; https://www.encodeproject.org/ENCBS052RNA/,link: Derived from ENCODE donor ENCDO065AAA; https://www.encodeproject.org/ENCDO065AAA/,link: data sheet; https://www.encodeproject.org/documents/d6e16e97-3fd8-4645-aecb-757810e1e5a1/@@download/attachment/B608418.pdf,link: BioChain sample source; http://www.biochain.com/index.php/catalogsearch/advanced/result/?catalog_number=R1244049-10	total RNA	Illumina HiSeq 2000	See GSM*_README.txt supplementary file linked below	transcriptomic	extraction method: see document,general protocol: https://www.encodeproject.org/documents/df62e59f-319c-4e84-a97b-0cc60fcc81bd/@@download/attachment/SID38475.pdf	0.35384463566677465	25452671
GSM2071622	GSE78476	SAMN04284493	NA	TRUE	FALSE	TRUE	small RNA-seq from Karpas-422 (ENCLB287YOK)	line: Karpas-422,biomaterial_type: immortalized cell line,description: Karpas422- Human B cell non-Hodgkin lymphoma,biosample encode accession: ENCBS870AAA (SAMN04284493),age: 73 year,dev stage: adult,Sex: female,health state: human B cell non-Hodgkin's lymphoma,lab: Bradley Bernstein, Broad,link: ENCBS870AAA at ENCODE; https://www.encodeproject.org/ENCBS870AAA/,link: Derived from ENCODE donor ENCDO354AAA; https://www.encodeproject.org/ENCDO354AAA/,link: ENCODE dbxrefs Cellosaurus CVCL_1325; http://web.expasy.org/cellosaurus/CVCL_1325	total RNA	Illumina HiSeq 2000	See GSM*_README.txt supplementary file linked below	transcriptomic	extraction method: see document,general protocol: https://www.encodeproject.org/documents/9a7cb2e2-04ec-4dcb-b8ed-98b264cf04f7/@@download/attachment/288455.pdf	0.1833201098490543	17444371
GSM2072370	GSE78561	SAMN04284325	NA	TRUE	FALSE	TRUE	polyA mRNA RNA-seq from K562 (ENCLB064ZZZ)	line: K562,biomaterial_type: immortalized cell line,description: The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises. ENCODE3 RNA-seq evaluation replicate 2.,biosample encode accession: ENCBS088RNA (SAMN04284325),age: 53 year,dev stage: adult,passage number: 5,Sex: female,health state: chronic myelogenous leukemia (CML),lab: Brenton Graveley, UConn,link: ENCBS088RNA at ENCODE; https://www.encodeproject.org/ENCBS088RNA/,link: Derived from ENCODE donor ENCDO000AAD; https://www.encodeproject.org/ENCDO000AAD/,link: growth protocol; https://www.encodeproject.org/documents/24b67f9c-c791-4a2a-a33b-419794e4681a/@@download/attachment/Graveley-K562-growth-protocol.pdf,link: ENCODE dbxrefs Cellosaurus CVCL_0004; http://web.expasy.org/cellosaurus/CVCL_0004,link: ATCC sample source; http://www.atcc.org/Products/All/CCL-243.aspx	total RNA	Illumina HiSeq 2000	See GSM*_README.txt supplementary file linked below	transcriptomic	extraction method: Ambion mirVana,extraction protocol: https://www.encodeproject.org/documents/428a184d-7fa1-4599-9d8d-749c2eba7edd/@@download/attachment/cms_055740.pdf, extraction protocol: https://www.encodeproject.org/documents/f0cc5a7f-96a5-4970-9f46-317cc8e2d6a4/@@download/attachment/cms_055423.pdf, extraction protocol: https://www.encodeproject.org/documents/e84de88e-4c31-4b2a-b6ac-96feb764b2d0/@@download/attachment/dynabeads_mrna_purification_man.pdf	0.08055814152523844	97308053
GSM5330312	GSE174879	SAMN18814272	NA	TRUE	FALSE	TRUE	total RNA-seq from foreskin keratinocyte (ENCLB764HOA)	cell_type: foreskin keratinocyte,biomaterial_type: primary cell,description: Primary foreskin keratinocyte cells from a newborn healthy male donor, differentiated in 2D culture, day 6.0,biosample encode accession: ENCBS135YLX (SAMN18814272),Sex: male,dev stage: newborn,age: 2-4 day,donor_id: ENCDO005EGE,lab: Paul Khavari, Stanford,source: Paul Khavari,treatments: treatment_term_id: CHEBI:86158; treatment_term_name: calcium; treatment_type: chemical; duration: 5.5; duration_units: day;,health state: Healthy,passage number: 2,link: ENCBS135YLX at ENCODE; https://www.encodeproject.org/ENCBS135YLX/,link: Derived from ENCODE donor ENCDO005EGE; https://www.encodeproject.org/ENCDO005EGE/	total RNA	Illumina HiSeq 2000	See GSM*_README.txt supplementary file linked below	transcriptomic	general protocol: https://www.encodeproject.org/documents/9021cb71-35b1-4a9a-9fcc-38c6df5e9fea/@@download/attachment/ggr.keratinocyte.snyder-lab.rna_assays.pdf,extraction method: Qiagen RNA extraction	0.002753088032463399	56448799
GSM2071531	GSE78438	SAMN04284359	encdo336aaa	TRUE	TRUE	TRUE	small RNA-seq from induced pluripotent stem cell (ENCLB011LRE)	cell_type: induced pluripotent stem cell,biomaterial_type: induced pluripotent stem cell line,description: These are induced pluripotent stem cells (iPSC) created from the PGP1 donor from the Personal Genome Project (PGP).,biosample encode accession: ENCBS373AAA (SAMN04284359),age: 53 year,donor_id: ENCDO336AAA,dev stage: adult,Sex: male,lab: Thomas Gingeras, CSHL,link: ENCBS373AAA at ENCODE; https://www.encodeproject.org/ENCBS373AAA/,link: Derived from ENCODE donor ENCDO336AAA; https://www.encodeproject.org/ENCDO336AAA/,link: iPS reprogramming protocol; https://www.encodeproject.org/documents/c35ba7b3-0c2a-4794-8a59-c608e716e4b2/@@download/attachment/Methods_PGP1_iPSC.pdf,link: ENCODE dbxrefs Cellosaurus CVCL_F182; http://web.expasy.org/cellosaurus/CVCL_F182,link: Coriell sample source; http://www.ccr.coriell.org/Sections/Search/Sample_Detail.aspx?Ref=GM23338&PgId=166	total RNA	Illumina HiSeq 2000	See GSM*_README.txt supplementary file linked below	transcriptomic	extraction method: see document,general protocol: https://www.encodeproject.org/documents/19663d95-35c9-44c4-a40e-81adbd51eeee/@@download/attachment/LID290639.pdf	0.18083285455776765	8847282
GSM2072402	GSE78577	SAMN04284312	encdo067aaa	TRUE	TRUE	TRUE	total RNA-seq from temporal lobe (ENCLB204ZZZ)	tissue_type: temporal lobe,biomaterial_type: tissue,description: Human fetal temporal lobe,biosample encode accession: ENCBS076RNA (SAMN04284312),age: 24 week,donor_id: ENCDO067AAA,dev stage: fetal,Sex: female,lab: Thomas Gingeras, CSHL,link: ENCBS076RNA at ENCODE; https://www.encodeproject.org/ENCBS076RNA/,link: Derived from ENCODE donor ENCDO067AAA; https://www.encodeproject.org/ENCDO067AAA/,link: data sheet; https://www.encodeproject.org/documents/7ac12477-3d6e-4150-b54b-0a0bbc8beed9/@@download/attachment/B608337.pdf,link: BioChain sample source; http://www.biochain.com/index.php/catalogsearch/advanced/result/?catalog_number=R1244078-50	total RNA	Illumina HiSeq 2000	See GSM*_README.txt supplementary file linked below	transcriptomic	data sheet: https://www.encodeproject.org/documents/28fef8e0-e171-450d-b66d-e3d199531cf2/@@download/attachment/Ambion-ERCC-Mix1.pdf,extraction method: see document,general protocol: https://www.encodeproject.org/documents/ee400efa-0f0d-4d87-a24d-1ab9fcd3408c/@@download/attachment/SID38169.pdf	0.03776040300034763	93171606
GSM2072529	GSE78642	SAMN04284493	NA	TRUE	FALSE	TRUE	total RNA-seq from Karpas-422 (ENCLB367FKO)	line: Karpas-422,biomaterial_type: immortalized cell line,description: Karpas422- Human B cell non-Hodgkin lymphoma,biosample encode accession: ENCBS870AAA (SAMN04284493),age: 73 year,dev stage: adult,Sex: female,health state: human B cell non-Hodgkin's lymphoma,lab: Bradley Bernstein, Broad,link: ENCBS870AAA at ENCODE; https://www.encodeproject.org/ENCBS870AAA/,link: Derived from ENCODE donor ENCDO354AAA; https://www.encodeproject.org/ENCDO354AAA/,link: ENCODE dbxrefs Cellosaurus CVCL_1325; http://web.expasy.org/cellosaurus/CVCL_1325	total RNA	Illumina HiSeq 2000	See GSM*_README.txt supplementary file linked below	transcriptomic	data sheet: https://www.encodeproject.org/documents/28fef8e0-e171-450d-b66d-e3d199531cf2/@@download/attachment/Ambion-ERCC-Mix1.pdf,extraction method: see document,general protocol: https://www.encodeproject.org/documents/dbbf0a3b-108b-41a2-8987-f337aa2d5346/@@download/attachment/LID288495.pdf	0.04166272917697383	45136415
GSM5670166	GSE188085	SAMN22786064	encdo737wwc	TRUE	TRUE	TRUE	total RNA-seq from HFFc6 (ENCLB155ODR)	line: HFFc6,biomaterial_type: cell line,description: Clonal line 6 derived from hTert immortalized HFF parental line,biosample encode accession: ENCBS252IDB (SAMN22786064),Sex: male,dev stage: newborn,age: 0 year,donor_id: ENCDO737WWC,lab: Job Dekker, UMass,source: Job Dekker,health state: normal,passage number: 27,link: ENCBS252IDB at ENCODE; https://www.encodeproject.org/ENCBS252IDB/,link: Derived from ENCODE donor ENCDO737WWC; https://www.encodeproject.org/ENCDO737WWC/	total RNA	Illumina HiSeq 2500	See GSM*_README.txt supplementary file linked below	transcriptomic	extraction method: Animal tissue kit (Norgen Biotek cat#: 25700),extraction protocol: https://www.encodeproject.org/documents/33482357-bcb8-43d0-ac76-d58ff785b710/@@download/attachment/Norgen_Animal-Tissue-RNA-Purification-Kit-Insert-PI25700-8-M14.pdf, general protocol: https://www.encodeproject.org/documents/01a7807d-0d18-4a4a-ac90-f4056a25a681/@@download/attachment/manualE7760_Directional_RNA_library_kit_October30_2018.pdf	0.0024745068926722343	40827418
GSM5369491	GSE176585	SAMN18814278	NA	TRUE	FALSE	TRUE	polyA plus RNA-seq from foreskin keratinocyte (ENCLB638BED)	cell_type: foreskin keratinocyte,biomaterial_type: primary cell,description: Primary foreskin keratinocyte cells from a newborn healthy male donor, differentiated in 2D culture, day 6.0,biosample encode accession: ENCBS389AUD (SAMN18814278),Sex: male,dev stage: newborn,age: 2-4 day,donor_id: ENCDO615NVN,lab: Paul Khavari, Stanford,source: Paul Khavari,treatments: treatment_term_id: CHEBI:86158; treatment_term_name: calcium; treatment_type: chemical; duration: 5.5; duration_units: day;,health state: Healthy,passage number: 2,link: ENCBS389AUD at ENCODE; https://www.encodeproject.org/ENCBS389AUD/,link: Derived from ENCODE donor ENCDO615NVN; https://www.encodeproject.org/ENCDO615NVN/	total RNA	Illumina HiSeq 2000	See GSM*_README.txt supplementary file linked below	transcriptomic	general protocol: https://www.encodeproject.org/documents/9021cb71-35b1-4a9a-9fcc-38c6df5e9fea/@@download/attachment/ggr.keratinocyte.snyder-lab.rna_assays.pdf,extraction method: Qiagen RNA extraction	0.0035344773835639925	62512595
GSM2071583	GSE78464	SAMN04284273	encdo222aaa	TRUE	TRUE	TRUE	small RNA-seq from neural progenitor cell (ENCLB688VFK)	cell_type: neural progenitor cell,biomaterial_type: in vitro differentiated cells,description: Frozen or fixed, in vitro differentiated neural progenitor cells from ES WA09 (H9) by the SESCC for use by the ENCODE consortia,biosample encode accession: ENCBS044KWE (SAMN04284273),age: 5 day,donor_id: ENCDO222AAA,dev stage: embryonic,Sex: female,health state: healthy,lab: Richard Myers, HAIB,link: ENCBS044KWE at ENCODE; https://www.encodeproject.org/ENCBS044KWE/,link: Derived from ENCODE donor ENCDO222AAA; https://www.encodeproject.org/ENCDO222AAA/,link: differentiation protocol; https://www.encodeproject.org/documents/c7707280-f681-4c88-9b16-9271082c8b32/@@download/attachment/SESCC_ENCODE_differentiation_SOPs_May30_2014.pdf	total RNA	Illumina HiSeq 2000	See GSM*_README.txt supplementary file linked below	transcriptomic	extraction method: see document,general protocol: https://www.encodeproject.org/documents/5a2e3de9-e10e-400c-af5f-18df8c7bd4b8/@@download/attachment/LID294106.pdf	0.457582215095718	52496675
GSM5667419	GSE187121	SAMN22786159	encdo737wwc	TRUE	TRUE	TRUE	total RNA-seq from HFFc6 (ENCLB409RVK)	line: HFFc6,biomaterial_type: cell line,description: Clonal line 6 derived from hTert immortalized HFF parental line,biosample encode accession: ENCBS508JLR (SAMN22786159),Sex: male,dev stage: newborn,age: 0 year,donor_id: ENCDO737WWC,lab: Job Dekker, UMass,source: Job Dekker,health state: normal,passage number: 17,link: ENCBS508JLR at ENCODE; https://www.encodeproject.org/ENCBS508JLR/,link: Derived from ENCODE donor ENCDO737WWC; https://www.encodeproject.org/ENCDO737WWC/	total RNA	Illumina HiSeq 2500	See GSM*_README.txt supplementary file linked below	transcriptomic	extraction method: Animal tissue kit (Norgen Biotek cat#: 25700),extraction protocol: https://www.encodeproject.org/documents/33482357-bcb8-43d0-ac76-d58ff785b710/@@download/attachment/Norgen_Animal-Tissue-RNA-Purification-Kit-Insert-PI25700-8-M14.pdf, general protocol: https://www.encodeproject.org/documents/01a7807d-0d18-4a4a-ac90-f4056a25a681/@@download/attachment/manualE7760_Directional_RNA_library_kit_October30_2018.pdf	0.003979211072075384	35853645
GSM5369639	GSE176616	SAMN19597426	encdo000aad	TRUE	TRUE	TRUE	CRISPR RNA-seq from K562 (ENCLB312WPF)	line: K562,biomaterial_type: cell line,description: RNA-seq on K562 cells treated with a CRISPR gRNA against non target. (NT_BGKcLV04-1),biosample encode accession: ENCBS981XHM (SAMN19597426),Sex: female,health state: chronic myelogenous leukemia (CML),dev stage: adult,age: 53 year,donor_id: ENCDO000AAD,lab: Brenton Graveley, UConn,source: ATCC,link: ENCBS981XHM at ENCODE; https://www.encodeproject.org/ENCBS981XHM/,link: Derived from ENCODE donor ENCDO000AAD; https://www.encodeproject.org/ENCDO000AAD/	total RNA	Illumina NextSeq 500	See GSM*_README.txt supplementary file linked below	transcriptomic	extraction method: Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270),general protocol: https://www.encodeproject.org/documents/e6251d7d-eefd-4476-8069-28c7839fddd5/@@download/attachment/L-NT-BGKcLV04-1C.pdf	0.03766812365122854	141881888
GSM5669343	GSE187702	SAMN22786062	encdo737wwc	TRUE	TRUE	TRUE	total RNA-seq from HFFc6 (ENCLB677SFX)	line: HFFc6,biomaterial_type: cell line,description: Clonal line 6 derived from hTert immortalized HFF parental line,biosample encode accession: ENCBS249LEB (SAMN22786062),Sex: male,dev stage: newborn,age: 0 year,donor_id: ENCDO737WWC,lab: Job Dekker, UMass,source: Job Dekker,health state: normal,passage number: 19,link: ENCBS249LEB at ENCODE; https://www.encodeproject.org/ENCBS249LEB/,link: Derived from ENCODE donor ENCDO737WWC; https://www.encodeproject.org/ENCDO737WWC/	total RNA	Illumina HiSeq 2500	See GSM*_README.txt supplementary file linked below	transcriptomic	extraction method: Animal tissue kit (Norgen Biotek cat#: 25700),extraction protocol: https://www.encodeproject.org/documents/33482357-bcb8-43d0-ac76-d58ff785b710/@@download/attachment/Norgen_Animal-Tissue-RNA-Purification-Kit-Insert-PI25700-8-M14.pdf, general protocol: https://www.encodeproject.org/documents/01a7807d-0d18-4a4a-ac90-f4056a25a681/@@download/attachment/manualE7760_Directional_RNA_library_kit_October30_2018.pdf	0.0030668247087914284	40646513
GSM5374307	GSE177233	SAMN19596507	encdo000aac	TRUE	TRUE	TRUE	CRISPR RNA-seq from HepG2 (ENCLB041STX)	antibody: AGGF1,line: HepG2,biomaterial_type: cell line,description: RNA-seq on HepG2 cells treated with a CRISPR gRNA against AGGF1. (AGGF1-BGHcLV05-5B),biosample encode accession: ENCBS048KGW (SAMN19596507),Sex: male,health state: hepatocellular carcinoma,dev stage: child,age: 15 year,donor_id: ENCDO000AAC,lab: Brenton Graveley, UConn,source: ATCC,link: ENCBS048KGW at ENCODE; https://www.encodeproject.org/ENCBS048KGW/,link: Derived from ENCODE donor ENCDO000AAC; https://www.encodeproject.org/ENCDO000AAC/	total RNA	Illumina HiSeq 2500	See GSM*_README.txt supplementary file linked below	transcriptomic	extraction method: Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270),general protocol: https://www.encodeproject.org/documents/81f254a2-2fb6-49af-9536-9ed85a394dc3/@@download/attachment/L-AGGF1-BGHcLV05-5B.pdf	0.010344732898741042	27552074
GSM2343450	GSE88123	SAMN05897416	encdo845wkr	TRUE	TRUE	TRUE	small RNA-seq from prostate gland (ENCLB311PVN)	tissue_type: prostate gland,biomaterial_type: tissue,description: Prostate aliquot received by the Gingeras lab to conduct RNA-Seq assays on.,biosample encode accession: ENCBS656EUB (SAMN05897416),age: 37 year,dev stage: adult,donor_id: ENCDO845WKR,Sex: male,lab: Thomas Gingeras, CSHL,link: ENCBS656EUB at ENCODE; https://www.encodeproject.org/ENCBS656EUB/,link: Derived from ENCODE donor ENCDO845WKR; https://www.encodeproject.org/ENCDO845WKR/	total RNA	Illumina NextSeq 500	See GSM*_README.txt supplementary file linked below	transcriptomic	extraction method: see document,general protocol: https://www.encodeproject.org/documents/9e5e14cd-27f4-4fc9-85ca-bf5ae49f6330/@@download/attachment/LID296597.pdf	0.2057494350512267	13869202
GSM5374534	GSE177334	SAMN19596782	encdo000aac	TRUE	TRUE	TRUE	shRNA RNA-seq from HepG2 (ENCLB294KUJ)	antibody: PRPF4,line: HepG2,biomaterial_type: cell line,description: RNA-seq on HepG2 cells treated with an shRNA knockdown against PRPF4. (PRPF4-BGHLV37-42B),biosample encode accession: ENCBS334WBP (SAMN19596782),Sex: male,health state: hepatocellular carcinoma,dev stage: child,age: 15 year,donor_id: ENCDO000AAC,lab: Brenton Graveley, UConn,source: ATCC,link: ENCBS334WBP at ENCODE; https://www.encodeproject.org/ENCBS334WBP/,link: Derived from ENCODE donor ENCDO000AAC; https://www.encodeproject.org/ENCDO000AAC/	total RNA	Illumina HiSeq 2500	See GSM*_README.txt supplementary file linked below	transcriptomic	extraction method: Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270),general protocol: https://www.encodeproject.org/documents/1aef3468-cf2b-4d11-a277-54c5845f163f/@@download/attachment/L-PRPF4-BGHLV37-42D.pdf	0.04100519937740746	13509564
