cluster_id,kind,canonical_name,k,n_resolved,n_control_types,n_control_types_semantic,frac_degenerate,consistency_score,median_I2,pi_frac_excl0,dd_verdict,contrast_verdict,meta_analysis_valid,dd_reason
group_L4_a170bacd,disease_vs_normal,bladder cancer,44,29,9,7,0,0.9274917655023924,7.2508234497607456,0.524822695035461,multi_contrast,minestrone,FALSE,"Beyond clean tumor-vs-adjacent-normal contrasts, cluster pools an extensive UMUC1 FGFR3/UTX genetic-engineering factorial panel (vector-control baselines), 'Bladder cancer cells with RC48' antibody-drug-conjugate response, 'RT112+DMSO+ARID1A knockdown' vs 'RT112+DMSO', and 'T24 bladder TET1-CD induced' construct induction - genetic/pharmacological axes within cancer cell lines, not disease-vs-normal-tissue."
group_L4_a2b3319f,small_molecule,17β-hydroxy-5α-androstan-3-one,14,22,4,3,0,0.5408482494353917,45.91517505646084,0.2004950495049505,multi_contrast,minestrone,FALSE,"Mixes plain androgen/DHT-vs-vehicle contrasts with drug-combo arms (DHT+ABBV-075/744/ENZ, androgen+IMTPPE/JJ-450), an AR-degrader without DHT, and a genotype-vs-genotype pairing (""LNCaP_androgen_induction => LNCaP_AR_silencing"") that swaps a pharmacological baseline for a genetic-knockdown baseline."
group_L4_a2d75bf3,disease_vs_normal,idiopathic inflammatory myopathies,6,10,2,4,0,0.7732010499082766,22.679895009172338,0.4678481012658228,multi_contrast,minestrone,FALSE,"'Congenital Scoliosis Patients => Idiopathic Scoliosis Patients' e' scoliosi, patologia scheletrica estranea alle miopatie infiammatorie, e 'DM1 patient 22 treated with N22-(DM1) => Control patient 27' introduce un asse di risposta farmacologica, diverso dall'asse diagnosi-vs-sano del resto del cluster."
group_L4_a50b8748,environmental,immune response,6,10,1,3,0,1,0,0.3054393305439331,multi_contrast,minestrone,FALSE,"Anche se i controlli sembrano tutti generici 'healthy', il lato trattato mescola sindrome coronarica acuta, rigetto anticorpo-mediato/T-mediato di trapianto, BPCO, sepsi e preeclampsia ('Whole blood + serum, preeclampsia => ... normal'): perturbazioni cliniche del tutto diverse sotto lo stesso anchor."
group_L4_a54e9090,environmental,acute myeloid leukemia,160,359,56,50,0,0.06369143239972397,93.6308567600276,0.03563084112149532,multi_contrast,minestrone,FALSE,"Cluster enorme (k=160) il cui elenco controlli spazia da vaccino anti-malaria RTS,S/AS01 ('RTS,S/AS01 012 Day of VAC3 => RTS,S/AS01 012 PreVAC'), dieta chetogenica, PTSD, tubercolosi, sepsi, melanoma in immunoterapia anti-PD-1, LES, artrite idiopatica giovanile fino a gravidanza e trapianto: nessun contrasto biologico unico, è un contenitore generico di sangue/PBMC sotto l'anchor 'acute myeloid leukemia' (quasi nessun contrasto è realmente AML)."
group_L4_a8b9c62c,small_molecule,NA,4,29,1,5,0,1,0,0.7822222222222223,multi_contrast,minestrone,FALSE,"canonical_name e' null (nessuna entita' dichiarata) e i contrasti mescolano un oligo di controllo per RNA transfection ('Control Oligo'), ACT001 in fibrosi polmonare idiopatica, formoterolo/budesonide con esposizione a fumo, e i composti RBN012337/RBN012397 in linee di adenocarcinoma polmonare: almeno 4 assi sperimentali/composti distinti senza un'entita' comune dichiarata."
group_L4_aaa4da54,genetic_knockdown,MYC,17,11,4,5,0,1,0,0.7910447761194029,multi_contrast,minestrone,FALSE,"Only the Jurkat 'c-Myc + si-X' contrasts relate to canonical MYC; the cluster also pools a cytokine-treatment contrast ('Activin A-treated CD4+ T naive cells' vs 'Untreated CD4+ T naive cells'), unrelated knockdowns (FTO, MAF), an immunodeficiency patient-vs-father case-control ('PIK3CD deficiency (Patient)' vs 'Control (Father)'), an NK-cell depletion procedure, and a thalassemia disease-model contrast."
group_L4_ac230823,disease_vs_normal,kidney cancer,27,24,6,7,0,0.9999484510888969,0.00515489111031061,0.8114558472553699,multi_contrast,minestrone,FALSE,"Mescola RCC vero ('769-P ccRCC => RPTEC') con trapianto renale nel tempo ('1 year post-transplant => Pre-transplant [time_course]'), sindrome di Alport ('AS Patient Podocytes => Control Podocytes'), knockout genetico BRD9, malattia da MUC1 e Schimke immuno-osseous dysplasia (SIOD): assi non oncologici mescolati sotto 'kidney cancer'."
group_L4_ac3c4024,environmental,Non-Small Cell Lung Cancer,20,17,8,8,0,0.9999998568019828,1.4319801722534207e-5,0.8333333333333334,multi_contrast,minestrone,FALSE,"Under canonical name 'Non-Small Cell Lung Cancer', radiotherapy dose-response contrasts are actually run in Cervical cancer ('Cervical cancer metastasis, 60Gy/10F') and Colorectal cancer ('Colorectal cancer metastasis, 60Gy/12F/16F/18F'), plus unrelated COPD, Sepsis ('Lung Sepsis => Lung Control'), and a pure smoking-exposure contrast ('Healthy smokers => Healthy non-smokers') with no cancer at all."
group_L4_ac8fe7ea,environmental,spinal cord injury,5,9,4,6,0,1,0,0.5245901639344263,multi_contrast,minestrone,FALSE,"L'anchor è spinal cord injury ma i contrasti reali coprono angina pectoris/ipertensione polmonare vs controlli asintomatici, PTSD, MIS-C pediatrica ('MIS-C Acute => Febrile Control') e neutrofili di pazienti con ipertensione/fumo: solo un contrasto è davvero SCI ('Spinal Cord Injury => Healthy Control'), il resto sono malattie diverse."
group_L4_acedcf7f,small_molecule,anisole,4,12,3,1,0,1,0,0.3107227488151659,one_contrast,coherent,TRUE,"Every contrast is ""Calcitriol/1alpha,25-dihydroxyvitamin D3 X => Ethanol vehicle"" at matched timepoints - internally consistent single perturbation vs single vehicle type (canonical anchor name ""anisole"" is mislabeled but the contrast itself is coherent)."
group_L4_b128b80d,small_molecule,Enzalutamide,54,138,9,7,0.07971014492753623,0.03396077161585764,96.60392283841423,0.02098340119010335,multi_contrast,minestrone,FALSE,"11 coppie 'Prostate cancer => Prostate cancer' sono degeneri (trattato==controllo, frac_degenerate 8.7%); il cluster include anche R1881 e androgeno (agonisti, direzione opposta a enzalutamide antagonista: '22PC-EP_R1881 => 22PC-EP_DMSO', 'Androgen-treated LNCaP => Untreated LNCaP'), oltre a ACLYi, Apoptozole, VER155008 (inibitori non correlati): assi farmacologici e persino direzioni opposte mescolati."
group_L4_b1405a79,disease_vs_normal,Crohn Disease,11,48,6,4,0,0.9999981046497796,1.895350220560826e-4,0.7203947368421053,multi_contrast,minestrone,FALSE,"Mescola CD-vs-sano ('CD ascending colon => HC sigmoid colon') con risposta a trattamento nel tempo entro pazienti CD gia' malati ('Crohn's disease ascending colon TM30 => Crohn's disease ascending colon T0', 'T106 (treated) => T106 (control)'): due domande sperimentali diverse, diagnosi vs risposta terapeutica longitudinale."
group_L4_b2e00a5d,disease_vs_normal,Type 1 Diabetes Mellitus,23,38,8,6,0,0.9999457453684484,0.00542546315514596,0.3160738406123368,multi_contrast,minestrone,FALSE,"Il cluster 'Type 1 Diabetes Mellitus' contiene contrasti di fibrosi cistica ('CF_Patient => Healthy_Control'), psoriasi pustolosa generalizzata ('Generalized Pustular Psoriasis => Healthy Control'), sepsi ('Sepsis Patient 1 => Healthy Control 1') e ictus ('Stroke patient 1 => Healthy control 1'): malattie estranee al diabete mescolate nello stesso gruppo."
group_L4_b3621ad9,small_molecule,testosterone,10,38,5,8,0,0.99999968562053,3.143794700492256e-5,0.8661257606490872,multi_contrast,minestrone,FALSE,"Anchor ""testosterone"" pools BRAF/MEK-inhibitor melanoma contrasts (""BRAFi on Pt1 D85 => Baseline tumor biopsy Pt1""), a TPA/IDC contrast, a progestin study (""...treated with R5020... => ...Vehicle""), a pirfenidone contrast (""PFD-treated => PBS-treated""), and an HCC tumor-vs-paratumor disease contrast - none involve testosterone."
group_L4_b4975123,small_molecule,fulvestrant,15,22,2,2,0,0.6684736294771156,33.15263705228843,0.4486873508353222,multi_contrast,minestrone,FALSE,"La maggioranza dei contrasti e' fulvestrant/ICI-182,780 vs DMSO/Vehicle, ma 'MCF-7 + RMC-6272 4h => MCF-7 + DMSO 4h' e' un inibitore mTOR non-fulvestrant e 'Treated (ESR1 Coregulator Binding Site Inhibitors) => Control (Vehicle)' e' una classe di composto diversa: il lato trattato mescola perturbazioni farmacologiche non correlate a fulvestrant."
group_L4_b5f9ab82,environmental,ultraviolet radiation,46,76,12,11,0,0.3668590787285271,63.3140921271473,0.17647058823529413,multi_contrast,minestrone,FALSE,"Mescola Alzheimer a esordio precoce ('EOAD Patient #1 => NDC Subject #1'), verruca da HPV vs pelle sana ('Wart Case with HPV-positive => Healthy Skin Control'), dermatite allergica da contatto ('Mild Allergic Contact Dermatitis, PPD Treated => ... Vehicle Control'), morfea ('Morphea patients treated with SVF-gel => ... before treatment'), infezione parassitaria e più protocolli UV/UVA diversi: decine di assi sperimentali eterogenei sotto lo stesso anchor."
group_L4_b6a3eabd,pathogen_or_aggregate_exposure,sars-cov-2,39,108,9,8,0,0.10015403498803044,89.98459650119696,0.06196840826245443,multi_contrast,minestrone,FALSE,"pur essendo in maggioranza infezione SARS-CoV-2 reale (Calu3 Alpha/Delta vs Mock, Alveolar Organoids MOI vs Mock), il cluster include 'AEC IAV => AEC uninfected' (Influenza A Virus, patogeno diverso) e costrutto 'A549 ... deltaA51R, 4HPI => ... mock-infected' (gene A51R tipico di vaccinia/poxvirus, non SARS-CoV-2): contaminazione di asse patogeno diverso nel pool."
group_L4_b86f9391,pathogen_or_aggregate_exposure,Middle East respiratory syndrome coronavirus,4,3,2,3,0,0.9999852714539966,0.00147285460033399,0.4472049689440994,multi_contrast,minestrone,FALSE,"3 esperimenti scollegati sotto MERS: 'Lentiviral Transduced nsp1 => Doxycycline-only' (espressione proteina virale), 'Transfected with SpRY-ABE8e Plasmid => Vehicle Control' (strumento di base editing CRISPR) e 'UCK2 overexpressed => Vehicle control' (gene metabolico), nessuno dei quali è un'infezione MERS-CoV vera e propria."
group_L4_bce91680,disease_vs_normal,Endometrial Neoplasms,19,20,5,7,0,1,0,0.41843971631205673,multi_contrast,minestrone,FALSE,"Canonical name 'Endometrial Neoplasms' but contrasts include unrelated diseases - 'Endometriosis patients => Healthy controls', 'PCOS patient 1 => Healthy control 1', 'Pre-eclampsia (sPE) => Control (Non-sPE previous pregnancy)' - plus a large block of HEC-1-B cell-line genetic/transgene perturbations unrelated to any disease-vs-normal question."
group_L4_bd3c6e11,pathogen_or_aggregate_exposure,NA,8,28,3,3,0,1,0,0.4534883720930232,multi_contrast,minestrone,FALSE,"Pools many distinct respiratory viruses under ""Control CV"" (adenovirus/rhinovirus/RSV/influenza/coronavirus etc ""at AV""), a separate SARS-CoV-2 Day0/10/35/41 timecourse, and an unrelated HIV/Tetanus/HepB vaccine trial (""Tetanus mo(0)+ALVAC...+AIDSVAX...+HepB => Placebo V5"")."
group_L4_c0e6f9c7,genetic_overexpression,hepatocellular carcinoma,13,21,9,9,0,1,0,0.3556851311953353,multi_contrast,minestrone,FALSE,"combina overexpression genica singola (pleg1a/b/c, WSB1, EMX1 vs Control/empty vector), cocktail di differenziazione epatica multi-TF (GATA6/HNF1A/FOXA3 vs hiPSC non-indotto), costrutti adenovirali mutanti (Huh-7 Ad-K458R vs Ad-GFP) e differenziazione iPSC di modello di malattia PiZZ: assi sperimentali distinti."
group_L4_c2a27b6c,environmental,prostate cancer,20,27,9,7,0,0.6755968575719995,32.440314242800056,0.325497287522604,multi_contrast,minestrone,FALSE,"Include castrazione/ADT ('22Rv1 xenograft Castrated => ... Intact', time-course 'Post-ADT'), PGCC indotte da radiazione ('Radiation-induced PGCC => Parent/mitotic (control)'), co-coltura con mezzo condizionato stromale, radioterapia EBRT, knockout genetico sgRNA ('Treatment sgp62 => Control') e resistenza xenograft ad Abi/Enza: assi farmacologici, genetici e radioterapici distinti."
group_L4_c347e80c,disease_vs_normal,cervical cancer,17,22,6,4,0,1,0,0.5320239111870196,one_contrast,coherent,TRUE,"Tutti i 22 contrasti sono case_control_disease cervicale (CIN/CIS/SQCC/carcinoma) contro vari baseline non-tumorali (epitelio normale, tessuto adiacente/paracancerous, cervicite cronica, controllo SiHa); nessun asse farmaco/genetico misto, stesso contrasto malattia-vs-baseline con qualita' del controllo eterogenea ma stesso asse."
group_L4_c507ffd4,genetic_knockdown,INTS11,3,5,2,1,0,0.7641346197617073,23.586538023829274,0.25062567036110117,one_contrast,coherent,TRUE,"All 5 contrasts center on the same intervention (dTAGv-1-mediated INTS11 degradation) in the same 'HCT116 INTS11-dTAGv-1' system, with NVP2/TEXO tested as co-treatment factors against matched vehicle backgrounds; no unrelated gene is knocked down."
group_L4_c51b10c1,disease_vs_normal,hepatocellular carcinoma,191,210,59,12,0.004761904761904762,0.13274451166268564,86.72554883373144,0.02460850111856823,multi_contrast,minestrone,FALSE,"Cluster enorme (k=191) che mescola HCC vero con rigetto di trapianto ('Acute Rejection 2 => Healthy Control'), atresia biliare ('BA3 liver tissues (biliary atresia) => Choledochal cyst'), metastasi epatiche da colon-retto (linea DLD1, 'CRC liver metastase => CRC colon') e stadiazione di fibrosi epatica ('F1..F4 => F0 (Control)'): piu' malattie epatiche/non epatiche distinte, non solo HCC."
group_L4_c7ae94f7,small_molecule,gemcitabine,10,24,1,3,0,0.999659353454404,0.03406465455960578,0.12191103789126852,multi_contrast,minestrone,FALSE,"Only ""BxPC3 cells treated with Gemcitabine => PDAC cells treated with vehicle"" names gemcitabine; the rest use unclear/different agents (BI00923406, ""A""/""T"", CM03 in Gem-resistant cells, unnamed ""Combination"", SOP1812) against DMSO/untreated controls."
group_L4_c8600f54,disease_vs_normal,gastric cancer,36,27,5,3,0,0.8595688686857909,14.04311313142092,0.4386176897051716,multi_contrast,minestrone,FALSE,"13x 'Gastric Tumor => Paired Normal Gastric Tissue' is the dominant disease axis, but 'Hs746T cells treated with Trametinib and Afatinib for 4 hours => Untreated Hs746T cells for 24 hours [multi_arm_treatment]' is an unrelated drug-response experiment in a cell line, not disease vs normal."
group_L4_caebb8f8,environmental,Ulcerative Colitis,7,12,2,5,0,0.942757009468452,5.724299053154804,0.8193979933110368,multi_contrast,minestrone,FALSE,"Include sia UC in risposta a farmaco nel tempo ('CS-IV Baseline'/'CS-Oral Baseline'/'Untreated Baseline' come pre-trattamento) sia UC/Crohn vs tessuto sano ('Healthy, sigmoid colon') sia un contrasto anatomico intra-paziente ('Rectum inflamed => Ascending colon uninflamed'): assi sperimentali diversi (farmaco, malattia-vs-sano, infiammato-vs-non-infiammato)."
group_L4_cb8a1c2d,genetic_knockdown,ESRRA,4,5,4,2,0,0.9999998284907254,1.7150927458463927e-5,0.6733466933867736,multi_contrast,minestrone,FALSE,"Only 'ERR-alpha siRNA => Control siRNA' matches canonical ESRRA; the cluster also pools a miR-24 inhibitor contrast ('HCT116 + miR-24 inhibitor' vs 'HCT116 + scramble', a different modality) and a YAP/TAZ knockdown ('YAP/TAZ' vs 'NT') - unrelated axes."
group_L4_cc680284,genetic_knockout,NA,4,9,3,4,0,0.9999700092068056,0.0029990793194567,0.3379491017964072,multi_contrast,minestrone,FALSE,"controlli attraversano assi diversi: '293A WT' (baseline linea cellulare), 'HEK293T treated with siCont for 16 hours' (controllo siRNA) usato come controllo per un braccio trattato con farmaco '991' a 4/8h (mismatch temporale+asse), 'HEK293T treated with DMSO for 0h' (veicolo chimico) e 'Xenograft Control' (modello in vivo)."
group_L4_ccf84a95,genetic_knockdown,BRCA2,14,11,7,2,0,1,0,0.4564375605033882,multi_contrast,minestrone,FALSE,"Only 2/10 contrasts ('BT-549 + shRNA against BRCA2', 'HCC38 + shRNA against BRCA2') target BRCA2; the rest knock down unrelated genes (TIP60, IGF2BP1, GATA3, LNC00992, SMARCAL1, RNF31) against generic 'Control siRNA'/'no treatment' baselines."
group_L4_cddbf768,cytokine_stim,IL2,13,19,3,7,0,0.6041336342144186,39.58663657855815,0.3015647226173542,multi_contrast,minestrone,FALSE,"Cluster labeled IL2 pools anti-CD3/CD28 activation alone, IFN-gamma treatment ('AdGFP + IFN-gamma'), IL-12 CAR-T constructs, GM-CSF/IL-4/LPS dendritic differentiation, IL-15/IL-21 feeder-cell systems (K562-mbIL15/mbIL21), and antibody constructs, with genuine IL2 supplementation appearing in only 2 of 15 contrasts."
group_L4_d02ca7b3,environmental,calcium(2+),3,3,3,3,0,0.8337621092942864,16.623789070571362,0.3243006993006993,multi_contrast,minestrone,FALSE,"Three different baseline types back a nominally single 'calcium' topic: vague 'Control None' for a timecourse, 'Progenitor NHEK' for a differentiation-state comparison, and 'Primary human keratinocytes with shRNA-NC' (an RNAi-knockdown-study baseline) reused as the CaCl2 vehicle control."
group_L4_d159e078,small_molecule,Gilteritinib,13,25,2,6,0,0.8912455167516073,10.875448324839269,0.3912280701754386,multi_contrast,minestrone,FALSE,"Gilteritinib contrasts are diluted by unrelated compounds sharing generic vehicle labels: LSD1 inhibitor+5-Aza, TP0903 (AXL inhibitor), PD173074 (FGFR inhibitor) vs ""MS49/MS55 negative control"", BIO/SR1/MeBIO (GSK3/AhR modulators), and a Diamond-Blackfan-anemia steroid contrast."
group_L4_d1652ba6,disease_vs_normal,pancreatic cancer,46,19,7,6,0,0.9999601418858928,0.00398581141070744,0.6258992805755396,multi_contrast,minestrone,FALSE,"Oltre al PDAC-vs-normale vero, il cluster include un knockdown genetico ('PANC-1 Normoxia => PANC-1 shMIF Normoxia [factorial]'), farmaco-resistenza ('L3.6pl Veh. 24h => Gemcitabine resistant L3.6pl Veh. 24h'), veicolo DMSO ('DMSO-treated SU8686 cells => Untreated SU8686 cells') e un confronto tra due sottotipi di cancro pancreatico diversi ('Pancreatic adenosquamous carcinoma => Pancreatic acinar cell carcinoma')."
group_L4_d2038450,disease_vs_normal,Alzheimer's disease,65,16,6,3,0,0.9999472317571768,0.00527682428231169,0.140597539543058,multi_contrast,minestrone,FALSE,"Predominantly clean AD-vs-normal-brain across regions/cell-sorted populations, but includes an unrelated 'Glioblastoma Stem Total RNA => Glioblastoma Stem Total RNA Control' contrast (wrong disease) and an 'Alzheimer's disease late stage => Alzheimer's disease early stage' progression comparison with no true normal control."
group_L4_d41daecb,environmental,hepatocellular carcinoma,46,46,11,9,0,0.9175308848678811,8.246911513211884,0.4124293785310734,multi_contrast,minestrone,FALSE,"Include cirrosi/NASH vs fegato sano ('Cirrhotic NASH Human Liver => Healthy Human Liver'), carcinoma epatocellulare vs untreated ('Hepatocellular carcinoma treated with cryopreservation solutions => Untreated hepatocellular carcinoma'), condizioni di coltura di epatociti ('Hepatocytes cultured in Microwell spheroids => ... hepatocyte culture media'), co-coltura LX2/HCCLM3 e privazione di glucosio HepG2: assi di malattia, coltura e trattamento non sovrapponibili."
group_L4_d428a83c,disease_vs_normal,ulcerative colitis,10,6,5,5,0,0.9999528739954252,0.00471260045746445,0.4199011997177135,multi_contrast,minestrone,FALSE,"'A66 => LARC rectum' e' un confronto farmaco/tumore rettale, 'Crohn's disease rectum donor3 => Ulcerative colitis rectum donor1' usa la UC come controllo per il CD (non e' UC-vs-normale), e 'CD.I rectum => Non-inflammatory CD rectum' e' l'asse Crohn: tre assi diversi mescolati sotto 'ulcerative colitis'."
group_L4_d4b45b63,small_molecule,4-maleylacetoacetate,9,15,7,1,0,0.9563158480600608,4.368415193993908,0.5897740784780023,one_contrast,coherent,TRUE,"Every contrast is DHT (""5α-dihydrotestosterone"") vs matched ethanol/vehicle within the same genetic background (shCon/shKLF5-2/Bag-1L mutant/WT) - a consistent androgen-vs-vehicle design across cell-line contexts, paired correctly within genotype."
group_L4_d804af32,small_molecule,Rosiglitazone,22,44,7,8,0.022727272727272728,0.999935384027814,0.00646159721861117,0.42011834319526625,multi_contrast,minestrone,FALSE,"Il cluster include TNF-alpha inhibitor vs Vehicle Only in pelle lesionale, DEX vs Control in fibroblasti, SB-3CT (inibitore MMP-9), SMO inhibitors in carcinoma basocellulare vs pelle normale, BRAF+MEK inhibitor in melanoma: solo 'Rosiglitazone-treated cardiac myocytes => DMSO' e' realmente rosiglitazone, il resto sono composti e malattie non correlati."
group_L4_d9952160,genetic_overexpression,ONECUT2,13,12,2,7,0,0.23887156870938275,76.11284312906173,0.24871794871794872,multi_contrast,minestrone,FALSE,"il cluster ONECUT2 mescola riprogrammazioni completamente diverse: '6-TF cocktail => Mock' (neuroni), 'ATOH1/POU4F3/GFI1 Overexpression => Control' (cellule ciliate), 'Dermal fibroblasts with A2B5+ iOPCs => Dermal fibroblasts untreated' (OPC), 'hTERT => Mock' (immortalizzazione) e persino 'Lesional Psoriasis Epidermis CD3 Antibody Overexpression => ... Isotype Control' (immunologia psoriasi, nessuna relazione con overexpression genica)."
group_L4_da3e52da,genetic_knockdown,pancreatic cancer,16,22,7,3,0,0.4504722973236259,54.952770267637405,0.2984749455337691,multi_contrast,minestrone,FALSE,"Canonical name is a disease category; mixes a thapsigargin (ER-stress drug) axis ('L3.6pl, siCont., thapsigargin' vs 'siCont., Veh.', x3) with unrelated gene knockdowns (MYEOV, T-antigen, UBE2C, HMGA1, LINC00261, E2F1/2/3, METTL3/METTL14) - a drug-stress axis plus multiple unrelated targets."
group_L4_daf35588,pathogen_or_aggregate_exposure,measles virus,15,33,5,8,0,0.09132848989543708,90.8671510104563,0.11140819964349376,multi_contrast,minestrone,FALSE,"il patogeno dichiarato (measles) è minoritario: dominano COVID-19 (early/middle/late/severe/asymptomatic, 10+ contrasti), più 'Donor1 mutant VP24_VP35 24hr => Donor1 Mock 24hr' (Ebola), 'monocyte-derived dendritic cell, ZIKV-infected => ... mock infected' (Zika), 'HIV-infected platelets => Healthy platelets' e 'SFTS => healthy': patogeni multipli e non correlati."
group_L4_deda8dff,small_molecule,"N-ethyl-2-[(2R,3R,6S)-3-[(4-fluorophenyl)sulfonylamino]-2-(hydroxymethyl)-3,6-dihydro-2H-pyran-6-yl]acetamide",13,46,3,1,0,0.07704796606101472,92.29520339389852,0.07649402390438247,multi_contrast,minestrone,FALSE,"Treated side mixes different drugs under one compound label: Osimertinib-vs-DMSO contrasts dominate but ""Adagrasib_100mpk... => Vehicle_A2"" (KRAS inhibitor), ""CUTO28...+entrectinib => ...+none"" (ROS1/TRK inhibitor), and ""EBC-CR2/3+capmatinib => EBC-1"" (MET inhibitor) are unrelated drugs pooled in."
group_L4_df007961,genetic_knockout,ZFX,3,3,2,2,0,1,0,0.5402298850574713,one_contrast,coherent,TRUE,"All 3 contrasts center on ZFX/ZNF711 double-knockout ('HEK293T ZFX/ZNF711 DKO' vs 'HEK293T EGV Control') and its rescue ('...treated with ZFX-02' vs '...Control (pCMV6-Entry)'), plus a ZFX-FLAG-tagged comparison; no unrelated gene appears."
group_L4_df7a7a08,disease_vs_normal,Intrauterine Growth Restriction,14,12,2,6,0,1,0,0.8195819581958196,multi_contrast,minestrone,FALSE,"Mescola IUGR vera ('Intrauterine Growth Restriction => Healthy Control') con COVID ('COVID+ (Donor P_3) => COVID- (other inflammatory pathology) FFPE'), PCOS ('PCOS => Control') e sindrome di Bart/talassemia ('BHFS placenta => Normal fetus [alpha][alpha]/[alpha][alpha]'): assi patologici del tutto diversi sotto l'etichetta placenta/gravidanza."
group_L4_e1acd75b,small_molecule,diethyl maleate,40,77,8,9,0,0.4199786056288183,58.002139437118174,0.22005208333333337,multi_contrast,minestrone,FALSE,"Nessun contrasto elencato menziona diethyl maleate/DEM se non 'ABC1 DEM => ABC1 vehicle'; il resto mescola JQ1, RG7112 (inibitore MDM2), TVB-3664 (inibitore FASN), confronto malattia A656 lung cancer vs tessuto adiacente, vitamina D, AM580 (retinoide), infezione SARS-CoV-2 Delta + TPCA, doxiciclina inducibile, afatinib (inibitore EGFR): minestrone massiccio di composti e malattie non correlati."
group_L4_e26efbea,disease_vs_normal,lung adenocarcinoma,215,150,22,15,0.013333333333333334,0.2841737714285091,71.58262285714909,0.1756214915797915,multi_contrast,minestrone,FALSE,"'Lung adenocarcinoma' anchor (k=215) pools unrelated lung diseases (Cystic Fibrosis, 'Bronchi Asthma+Rhinitis', EGPA, IPAH, IPF), small-cell lung cancer, and numerous genetic knockdown/overexpression panels (FOXP2, NAT10, BAP1) plus drug-resistance contrasts (cisplatin, erlotinib, JQ1)."
group_L4_e2c8aff6,environmental,Intrauterine Growth Restriction,4,4,2,3,0,1,0,0.5641025641025641,multi_contrast,minestrone,FALSE,"Nonostante l'anchor dichiari IUGR, i contrasti reali sono diabete gestazionale ('GDM Placenta => Non-GDM Placenta'), aborto spontaneo ('Miscarriage => Normal') e preeclampsia ('PE_placenta => NP_placenta_none'): tre malattie placentari distinte, nessuna delle quali è IUGR."
group_L4_ec80f0e9,small_molecule,R1881,19,53,5,3,0,0.03412963620593967,96.58703637940604,0.02049357771684225,multi_contrast,minestrone,FALSE,"Oltre a R1881 vs DMSO/etanolo/vehicle, il cluster include 'LNCaP_DHT => LNCaP_VEH' (DHT, non R1881) e 'MKC8866 10 uM 24h => DMSO 24h' (inibitore IRE1, non androgenico), piu' controlli shRNA combinati ('shControl_puro/shControl_neo + Vehicle') che aggiungono un asse genetico distinto: assi sperimentali diversi pooled insieme."
group_L4_eda28231,disease_vs_normal,Lung Neoplasms,34,11,5,6,0,0.5713765752468158,42.862342475318414,0.3475609756097561,multi_contrast,minestrone,FALSE,"Mescola tumore polmonare vero con polmonite interstiziale idiopatica ('Idiopathic nonspecific interstitial pneumonia => Normal lung tissue') e sarcoidosi ('Sarcoidosis lung => Healthy lung'), oltre a 3 contrasti di overespressione genica TBX4/TBX5 nella linea cellulare NCI-H1299 (asse genetico, non malattia-vs-normale)."
group_L4_ee9efe5d,small_molecule,6-<em>O</em>-sulfo-α-<small>D</small>-Glc-(1→6)-α-<small>D</small>-Glc-(1→6)-α-<small>D</small>-Glc-(1→3)-1-<em>O</em>-alkyl-2-<em>O</em>-acylglycerol,10,38,2,1,0,0.9998910983055284,0.0108901694471695,0.351575456053068,multi_contrast,minestrone,FALSE,"Treated side mixes plain ""Estradiol => Vehicle"" with combo ""Estradiol and Fulvestrant => Vehicle control"" (an added ER-antagonist) - a different pharmacological question layered onto the same vehicle-labeled control."
group_L4_efcb5d75,pathogen_or_aggregate_exposure,Epstein-Barr virus,15,23,11,11,0,0.9999723541488744,0.00276458511255367,0.5419847328244275,multi_contrast,minestrone,FALSE,"minestrone estremo di patogeni scollegati sotto il nome EBV: TB ('activeTB donor ... => LTBI donor ...'), COVID-19 (ICU vs no-ICU), HBV/HCV, HTLV-1 con trattamento TCQ, malaria, Leishmaniosi viscerale e Pam3CSK4 (agonista TLR2) — assi biologici del tutto indipendenti pooled insieme."
group_L4_f0c1b4e6,small_molecule,staurosporine,3,3,1,2,0,0.9975116326221668,0.2488367377833289,0.38745704467353953,multi_contrast,minestrone,FALSE,"""HCT116 K7174 => HCT116 untreated"" uses a different compound (K7174) than the two genuine staurosporine (STS)-vs-DMSO contrasts."
group_L4_f1b58d77,disease_vs_normal,dilated cardiomyopathy,24,62,6,12,0,1,0,0.45353982300884954,multi_contrast,minestrone,FALSE,"'Dilated cardiomyopathy' cluster is almost entirely unrelated diseases: COVID severity staging (wpi), CML, AML, CLL, ETP-ALL leukemia (vs a cancer cell line as 'control'), Acne, ALPS, Multiple Sclerosis, Rheumatoid Arthritis, vascular calcification/circRNA constructs - only 'DCM patients => Healthy controls' actually involves dilated cardiomyopathy."
group_L4_f1b8b6ad,genetic_knockdown,DHTKD1,16,25,10,3,0,0.24077123954223337,75.92287604577666,0.13487738419618528,multi_contrast,minestrone,FALSE,"No contrast targets canonical DHTKD1; instead pools unrelated perturbations - E1A knockdown, EWS-FLI1/EWSR1 overexpression and knockdown, PGC1a+drug '991', KIM-1 knockdown, INTS8, MESH1, RTCA, TAF5, UBE2A/B, dose-response ZDHHC2 knockdown, and YAP1/WWTR1 knockdowns - all against a shared generic 'Negative control' label."
