cluster_id,study_id,caso,motivo
cgroup_L5_03b38818,GSE217421,A,"USCITO. Portava qui 'Vemurafenib-treated cardiac myocytes' e 'Vemurafenib-treated MSN05/MSN06 cardiac myocytes' contro 'DMSO-treated cardiac myocytes'. Le 25 chiavi in cui ora compare sono coerenti con uno screening multi-farmaco, ma CHEBI:63637 non e' fra loro: il confronto che l'etichetta chiama vemurafenib non e' nel gruppo del vemurafenib."
cgroup_L5_03b38818,GSE64741,A,USCITO. Quattro confronti espliciti e appaiati ('A375 cells treated with 0.1 uM vemurafenib for 48 hours' vs 'A375 cells treated with vehicle') ora sotto la sola chiave CHEBI:64310.
cgroup_L5_03b38818,GSE66539,A,USCITO. 'Vemurafenib-treated Melanoma PDX Cell Line' contro 'Untreated Melanoma PDX Cell Line' era pulito e appaiato: ora non e' poolato in nessuna meta-analisi. Perdita netta.
cgroup_L5_90db4e34,GSE184427,A,"Il riferimento appaiava 'LuCaP 147 Testosterone' con 'LuCaP 147 PBS Control', stesso xenotrapianto sui due bracci; ora il controllo e' 'LuCaP 73 PBS Control'. Il nuovo run rompe un appaiamento che il vecchio aveva corretto."
cgroup_L5_90db4e34,GSE124704,C,"Il nuovo pesca 6 confronti dove il vecchio ne pescava 3, aggiungendo LuCaP 77CR-ENZR D5 e LuCaP 96CR-ENZR D5, tutti appaiati modello-per-modello e tempo-per-tempo. Entrambe difendibili; sul nuovo resta il doppio conteggio della coppia EOS di LuCaP 96CR-ENZR (due entry con etichette identiche e lo stesso controllo)."
cgroup_L5_90db4e34,GSE159531,C,"ENTRATO. 'VCaP + 1 nM Testosterone' vs 'VCaP + Control Media' e' appaiato sulla linea e difendibile, ma il riferimento non ha etichetta per questo studio: la scelta non e' decidibile."
cgroup_L5_ff45f67e,GSE193414,C,ENTRATO. 'PMA/Ionomycin treated chondrocytes from osteochondroma' vs 'Unstimulated chondrocytes from osteochondroma' e' appaiato sul materiale e difendibile; il riferimento non offre etichetta per giudicare l'esclusione precedente.
cgroup_L5_ff45f67e,GSE213521,C,Sola riformulazione: 'PMA/ionomycin-treated PLZF+CD4+ T cells' vs 'Untreated PLZF+CD4+ T cells' contro 'PLZF+CD4+ T cells (PMA/ionomycin)' vs 'PLZF+CD4+ T cells (unstimulated)'.
cgroup_L5_844de383,GSE200020,C,"Correggo il lettore, che aveva detto A. Fra le due esecuzioni cambia solo l'attributo stampato del controllo ('Age 67' contro 'Age 29, M') a parita' di studio: poiche' la parentesi segue il rappresentante estratto e non il braccio (n=3 controlli), l'etichetta non permette di dire quale delle due assegnazioni sia migliore."
cgroup_L5_844de383,GSE145065,C,"Sola riformulazione: ora 'Sjogren's syndrome PBMCs' vs 'Healthy PBMCs', prima 'Sjogren's syndrome case' vs 'Healthy control'. Il nuovo dichiara in piu' il materiale."
cgroup_L5_844de383,GSE173670,C,Sola riformulazione del controllo: 'Healthy Control' contro 'Healthy Control 1'.
cgroup_L5_844de383,GSE199868,C,Le due esecuzioni portano lo stesso tessuto appaiato e le stesse eta' stampate (58 contro 29): differiscono solo nella grafia.
cgroup_L5_844de383,GSE154926,A,USCITO. Il riferimento poolava 'Minor salivary glands (Primary Sjogren's syndrome)' contro 'Minor salivary glands (Healthy volunteer)': tessuto appaiato e materiale piu' pertinente alla malattia di tutti gli altri del gruppo. Ora non e' poolato in nessuna meta-analisi.
cgroup_L5_1c7b64af,GSE197302,C,"SPOSTATO. Nel riferimento era sotto HGNC:5438 col braccio IFN-gamma contro lo stesso 'BM-MSC + Vehicle'; ora e' qui col braccio clorochina. Sono due bracci DIVERSI dello stesso studio, ciascuno coerente con la propria chiave: entrambe corrette."
cgroup_L5_1c7b64af,GSE209582,C,"ENTRATO. 'TE11 + Chloroquine (10 uM)' vs 'TE11 + DMSO (0.1%)' e' appaiato e difendibile, ma il riferimento non fornisce etichetta: non posso giudicare la vecchia esclusione."
cgroup_L5_1c7b64af,GSE217898,C,"SPOSTATO. Nel riferimento erano poolati i bracci carfilzomib, doxorubicina e aspirina, ciascuno sotto la chiave del proprio composto e contro il proprio DMSO allo stesso tempo; ora e' poolato il braccio clorochina, anch'esso appaiato per tempo. Tutte assegnazioni corrette di bracci diversi; il nuovo pero' non pesca piu' gli altri tre composti."
cgroup_L5_3b461817,GSE217421,A,"Il riferimento poolava un solo confronto, quello generico 'Nilotinib-treated cardiac myocytes' contro 'DMSO-treated cardiac myocytes', simmetrico nella dichiarazione della linea. Il nuovo run aggiunge l'entry MSN05 contro lo STESSO controllo, introducendo un confronto non appaiato sulla linea dove il vecchio aveva solo quello pulito."
cgroup_L5_3b461817,GSE186341,C,"Ora 2 confronti ('HF2597 Nilotinib' vs 'HF2597 DMSO'; 'NCI-H1793_Nilotinib' vs 'NCI-H1793_Untreated'), prima 4 tutti appaiati linea per linea. Nessuna delle due contiene un difetto: il nuovo pesca linee diverse e ne perde due."
cgroup_L5_3b461817,GSE217423,C,"Ora un confronto 'Cardiac myocytes treated with Nilotinib' vs '... with DMSO', prima due che si differenziavano solo per dose e tempo dichiarati contro lo stesso controllo. Stesso contrasto, il nuovo evita la duplicazione del controllo."
cgroup_L5_3b461817,GSE146096,A,USCITO. 'Nilotinib 3uM 48h' contro 'Vehicle Control' e' un confronto pulito che nomina il farmaco del gruppo e che il vecchio assegnava qui; ora lo studio non compare in CHEBI:52172. Correggo il motivo del lettore: l'elenco delle due chiavi e' per studio e NON dimostra che i due composti siano finiti insieme (critico A).
cgroup_L5_28bee975,GSE208774,C,"Ora un solo confronto ('BRD4-NUTM1_ABBV075_96h' vs 'BRD4-NUTM1_DMSO_96h'), prima quattro: le due linee BRD4-NUTM1 e PER403 a 6h e 96h, ciascuna contro il proprio DMSO. Tutti appaiati sulla linea in entrambe le esecuzioni; il nuovo perde tre confronti puliti, cioe' potenza e non correttezza (e con essi il doppio uso dello stesso DMSO per due tempi)."
cgroup_L5_44420e6e,GSE236117,B,"SPOSTATO. Nel riferimento lo stesso identico contrasto stava sotto la chiave non risolta STR:f_nucleatum; ora sta sotto NCBITaxon:851, l'identificativo tassonomico dell'entita' dichiarata, e si unisce agli altri due studi dello stesso patogeno invece di restare frammentato su una stringa grezza. Il nuovo azzecca dove il vecchio frammentava."
cgroup_L5_44420e6e,GSE171611,C,"ENTRATO. Confronto appaiato sulla linea e difendibile, ma il riferimento non fornisce etichetta: non posso stabilire se la vecchia esclusione fosse giustificata."
cgroup_L5_44420e6e,GSE237052,C,ENTRATO. 'Keratinocytes exposed to Fusobacterium nucleatum' vs 'Untreated Keratinocytes' e' appaiato e difendibile; senza etichetta nel riferimento la scelta non e' decidibile.
cgroup_L5_3de56a79,GSE175436,C,"Sola riformulazione: ora 'PDAC case' vs 'Healthy control', prima 'PDAC patients' vs 'Healthy controls'. In nessuna delle due versioni il materiale e' dichiarato."
cgroup_L5_3de56a79,GSE210351,C,"ENTRATO. Il riferimento non ha etichetta per questo studio, quindi non posso stabilire quale delle due scelte sia la giusta; sul confronto nuovo resta aperta la questione del comparto dichiarato solo sul controllo."
cgroup_L5_3de56a79,GSE133684,A,"USCITO. Il riferimento poolava 'PDAC, no perturbation' contro 'Healthy, no perturbation', caso-controllo senza difetti leggibili; ora non e' poolato in nessuna meta-analisi, su un gruppo che ha gia' solo 3 studi e Kish 1.9."
cgroup_L5_c0d1d837,GSE147876,A,Nel riferimento i tre confronti erano auto-appaiati (`Prostate Carcinoma Cell Line Castration-Resistant Enzalutamide Treated` → `... Vehicle Control`); ora il terzo e' `MR42F Enzalutamide` → `MR42D Vehicle`. Il nuovo introduce un incrocio di linea che il vecchio non aveva.
cgroup_L5_c0d1d837,GSE184427,A,"Riferimento: `LuCaP 147 Enzalutamide` → `LuCaP 147 PBS Control` e `LuCaP 78 + Enzalutamide` → `LuCaP 78 PBS Control`, entrambi appaiati. Ora resta un solo confronto col controllo di un altro modello."
cgroup_L5_c0d1d837,GSE130246,A,"Il riferimento poolava due confronti puliti (LNCaP e LNCaP sgTLE3); ora resta solo sgTLE3. Nessun difetto nuovo, ma si perde un membro pulito."
cgroup_L5_c0d1d837,GSE147250,B,"Il nuovo aggiunge `LNCaP wild-type + Enzalutamide` → `LNCaP wild-type + EtOH`, appaiato sullo stesso fondo, accanto al DKO che c'era gia'."
cgroup_L5_c0d1d837,GSE217537,B,"ENTRATO con tre confronti tutti appaiati per linea (22Rv1, LNCaP95, C4-2), ognuno col proprio DMSO: nel riferimento non era poolato in nessuna meta-analisi."
cgroup_L5_c0d1d837,GSE225481,B,Il nuovo aggiunge `LAPC4_ENZA` → `LAPC4_DMSO` accanto a `R1AD1_ENZA` → `R1AD1_DMSO` che c'era gia'.
cgroup_L5_c0d1d837,GSE202885,C,"Il riferimento poolava tre bracci (24h, 96h, long-term) tutti contro lo STESSO `16D CRPC + DMSO` senza tempo dichiarato; ora resta `Enzalutamide 24h` → `DMSO 24h`, appaiato nel tempo ma con meno potenza. L'etichetta non decide quale assegnazione sia preferibile."
cgroup_L5_c0d1d837,GSE123766,C,Cambia solo la formulazione del trattato (`Enzalutamide (Replicate)` contro `Enzalutamide`) verso lo stesso `Vehicle`.
cgroup_L5_c0d1d837,GSE229805,C,Cambia solo l'etichetta del controllo (`DMSO` contro `Vehicle Control (DMSO)`): stesso contrasto.
cgroup_L5_c0d1d837,GSE244272,C,Solo formulazione (`Enzalutamide-treated MDA-MB-453 cells` → `Vehicle-treated ...` contro `MDA-MB-453 + Enzalutamide` → `MDA-MB-453 + Vehicle`): stesso contrasto appaiato.
cgroup_L5_c0d1d837,GSE95413,C,Solo formulazione (etichetta lunga del xenograft VCaP p61 contro quella corta): stesso contrasto appaiato.
cgroup_L5_c0d1d837,GSE182278,A,"USCITO: nel riferimento portava `LAPC-4 cells treated with Enzalutamide` → `LAPC-4 cells with Vehicle Control (None)`, appaiato; ora non e' poolato da nessuna parte. Perdita di un membro pulito."
cgroup_L5_c0d1d837,GSE184455,A,"USCITO: portava `HCC38 treated with Enzalutamide` → `HCC38 treated with Vehicle (DMSO)`, appaiato; ora non e' poolato in nessuna meta-analisi."
cgroup_L5_a12414d4,GSE112983,B,ENTRATO con appaiamento pulito (`Estradiol-treated HepG2 cells` → `DMSO-treated HepG2 cells`).
cgroup_L5_a12414d4,GSE150683,B,ENTRATO con appaiamento pulito (`T47D + estradiol` → `T47D + vehicle`).
cgroup_L5_a12414d4,GSE252576,B,"Il nuovo aggiunge il confronto LNCaP (appaiato) ai due (C42, RV1) gia' presenti nel riferimento."
cgroup_L5_a12414d4,GSE108308,C,"Solo formulazione: `MCF-7 + estradiol (10 nM)` → `MCF-7 + vehicle` contro `estradiol` → `vehicle`. La nuova e' piu' esplicita, l'appaiamento non cambia."
cgroup_L5_a12414d4,GSE217423,C,"Il riferimento dichiarava dose e tempo (`... Estradiol 5nM for 48 hours`), ora l'etichetta e' generica: entrambe appaiate sul materiale, la nuova dice meno. Non c'e' elemento per stabilire quale sia la lettura giusta."
cgroup_L5_a12414d4,GSE256370,C,Solo formulazione del trattato (`VCaP + 17beta-estradiol 10 nM` contro `VCaP + Estradiol`) verso lo stesso `VCaP + Ethanol`.
cgroup_L5_a12414d4,GSE80365,C,"Il riferimento aveva due confronti (24h, 48h); ora sono tre e il terzo ha etichetta IDENTICA al primo, contro gli stessi 7 controlli. Le due letture — split di un unico contrasto con doppio conteggio dei controlli, oppure due sottoinsiemi realmente distinti — sono indistinguibili dall'etichetta; la lettura che non sovrastima il dato e' la prima, e la registro come limite."
cgroup_L5_a12414d4,GSE217421,A,"USCITO da questo gruppo verso 25 altre chiavi di farmaco: nel riferimento portava `Estradiol-treated MSN01 cardiac myocytes` → `DMSO-treated MSN01 cardiac myocytes`, appaiato ANCHE sul donatore su entrambi i bracci — cioe' l'unica versione donatore-appaiata che questo studio produce nel materiale. Il nuovo la perde."
cgroup_L5_a12414d4,GSE112568,A,"USCITO: portava `SW620 + Estradiol` → `SW620 + DMSO`, appaiato; ora non e' poolato in nessuna meta-analisi."
cgroup_L5_a12414d4,GSE99641,A,"USCITO: portava `Estradiol` → `Control`, senza difetto leggibile; ora non e' poolato da nessuna parte."
cgroup_L5_efced505,GSE186341,C,"Il nuovo guadagna un confronto pulito (U87 MG, linea su entrambi i bracci), perde uno pulito (AsPC-1) e aggiunge la voce anonima `Sunitinib` → `DMSO`. Bilancio misto: l'etichetta non permette di preferire una delle due esecuzioni."
cgroup_L5_efced505,GSE217421,C,"Riferimento: tre voci generiche `Sunitinib-treated cardiac myocytes` → `DMSO-treated cardiac myocytes`. Ora quattro, due delle quali nominano MSN06 con etichetta e numeri identici fra loro. Nessuna delle due assegnazioni e' verificabile dall'etichetta: in entrambe il controllo e' generico."
cgroup_L5_efced505,GSE114686,C,"Cambiano dosi e tempi poolati (ora 3 uM 24h, 10 uM 24h, 3 uM 6h; prima anche 1 uM 24h e 3 uM 168h) ma in tutte e due le esecuzioni ogni braccio va contro il DMSO dello stesso tempo."
cgroup_L5_efced505,GSE217423,C,"Il riferimento dichiarava dose e tempo (`... Sunitinib 1uM for 48 hours`), ora no: stesso contrasto, etichetta piu' povera."
cgroup_L5_efced505,GSE59066,C,Solo la formulazione del trattato cambia (`Treated with Sutent` contro `Sutent Treated`) verso lo stesso controllo.
cgroup_L5_efced505,GSE98428,C,Solo formulazione (`Sunitinib 0.1 uM` contro `Sunitinib 0.1 uM (Replicate)`) verso lo stesso `Vehicle Control`.
cgroup_L5_efced505,GSE146096,A,"USCITO verso lapatinib e sorafenib: nel riferimento portava `Sunitinib 100nM 48h` → `Vehicle Control`, che nomina l'entita' del gruppo ed e' appaiato. Il nuovo perde un membro pulito dell'entita' dichiarata."
cgroup_L5_efced505,GSE98431,A,"USCITO: portava `Sunitinib 0.1 uM` → `Vehicle Control`, senza difetto leggibile; ora non e' poolato in nessuna meta-analisi."
cgroup_L5_922312d6,GSE94235,C,"Un solo confronto per parte, gli stessi campioni letti come tofacitinib nel riferimento e come ruxolitinib ora. Una delle due attribuzioni e' sbagliata e l'etichetta non basta per scegliere; l'etichetta vecchia e' pero' l'unica che appaia esplicitamente tipo cellulare e donatore sui due bracci."
cgroup_L5_922312d6,GSE217421,C,"SPOSTATO: nel riferimento questo pannello non aveva alcun braccio ruxolitinib (aveva tofacitinib); ora ne ha uno da 22 trattati contro lo stesso pool generico di 12 DMSO. L'etichetta dichiara ruxolitinib e non mostra difetti di appaiamento, ma non permette di stabilire se il braccio sia una condizione sola."
cgroup_L5_922312d6,GSE161664,C,"SPOSTATO: nel riferimento contribuiva bracci di IFNg/IFNa/IL6 contro `Control`, ora un braccio `Ruxolitinib` → `Control`. Entrambe le etichette sono pulite e auto-consistenti; lo studio puo' avere sia citochine sia inibitore, e l'etichetta non dice se il braccio ruxolitinib sia in co-stimolazione."
cgroup_L5_922312d6,GSE161916,C,"SPOSTATO: cinque confronti di citochina nel riferimento, uno solo `Ruxolitinib` → `Untreated` ora. Non decidibile dall'etichetta se sia materiale diverso o lo stesso rietichettato."
cgroup_L5_922312d6,GSE131300,B,ENTRATO con appaiamento pulito e materiale identico sui due bracci (`Macrophages treated with ruxolitinib` → `Macrophages treated with vehicle`).
cgroup_L5_922312d6,GSE201093,B,ENTRATO con appaiamento pulito sulla stessa linea (`ML-DS2_ruxolitinib` → `ML-DS2_DMSO`).
cgroup_L5_3439da02,GSE99875,A,"Nel riferimento lo studio portava UN solo confronto (`Everolimus 4h` → `Control`), senza conflitto di stato sul controllo; il confronto aggiunto dal nuovo e' quello che crea l'impossibilita' di appaiare gli stessi 6 controlli a due stati diversi. Il controllo resta muto in tutte e due le esecuzioni: scelgo la lettura che non sovrastima il dato e la dichiaro."
cgroup_L5_3439da02,GSE225751,B,"Il difetto c'e' in entrambe, ma il riferimento poolava DUE confronti (CEM e Jurkat) verso lo stesso controllo generico e il nuovo ne porta uno solo: meno contaminato, non corretto."
cgroup_L5_3439da02,GSE230627,B,ENTRATO con appaiamento pulito su linea e tempo (`MCF-7 + everolimus 4h` → `MCF-7 + DMSO 4h`).
cgroup_L5_3439da02,GSE155923,C,"Solo formulazione (`Everolimus-treated SCLC cells` → `Vehicle-treated SCLC cells` contro `Everolimus` → `Vehicle`): stesso contrasto, la nuova dice di piu'."
cgroup_L5_4811fc0c,GSE162427,B,ENTRATO con appaiamento pulito (`Calcitriol-treated CLL CD19+ B cells` → `Untreated CLL CD19+ B cells`): il riferimento non lo poolava.
cgroup_L5_4811fc0c,GSE178702,B,ENTRATO con appaiamento pulito sulla stessa linea (`HaCaT calcitriol` → `HaCaT untreated`).
cgroup_L5_4811fc0c,GSE261699,B,"ENTRATO con appaiamento pulito su materiale, dose e tempo; resta il caveat delle due voci identiche che riusano gli stessi 2 controlli."
cgroup_L5_4811fc0c,GSE248274,B,"ENTRATO: il contrasto e' calcitriolo contro veicolo dentro lo stesso studio, senza difetto leggibile — ma il trattato nomina un paziente e il controllo no, quindi il guadagno va preso col caveat dichiarato."
cgroup_L5_828ae0cb,GSE171170,C,"SPOSTATO: nel riferimento lo studio dava `IL-17A (100 ng/ml)` → `PBS` e `TNF (10 ng/ml)` → `PBS`, ora da' `TWEAK (100 ng/ml)` → `PBS`. Tutte e tre le etichette sono pulite e appaiate; l'etichetta non basta per stabilire se sia un terzo braccio recuperato o la stessa colonna letta come un'altra citochina."
cgroup_L5_828ae0cb,GSE231480,A,"Il riferimento poolava quattro confronti appaiati per linea (CAMA1, Hs578T, MCF7, MDA-MB-231); ora ne restano tre e cade quello di MDA-MB-231, che era pulito. Nessun difetto nuovo, ma si perde un membro."
cgroup_L5_828ae0cb,GSE237845,A,"USCITO: portava `TWEAK (2 reps)` → `Vehicle`, senza difetto leggibile; ora non e' poolato in nessuna meta-analisi."
cgroup_L5_64fbeb97,GSE162834,B,ENTRATO con appaiamento pulito (`DMOG` → `DMSO`): nel riferimento non era poolato in nessuna meta-analisi.
cgroup_L5_64fbeb97,GSE189504,B,ENTRATO con appaiamento pulito e materiale identico sui due bracci.
cgroup_L5_64fbeb97,GSE204929,B,ENTRATO con appaiamento pulito sul medesimo fondo genetico (siYWHAG su entrambi i bracci).
cgroup_L5_31308596,GSE178883,C,Solo formulazione (`PMA 100 nM` → `Control medium` contro `PMA-treated` → `Control (control medium)`): stesso contrasto.
cgroup_L5_31308596,GSE206742,C,"Il riferimento diceva `PMA` → `DMSO`, ora `PMA + shUHRF1` → `DMSO + shUHRF1`: e' la stessa coppia col fondo genetico esplicitato su entrambi i bracci, nessuna delle due mostra un difetto."
cgroup_L5_31308596,GSE138209,A,"USCITO: portava `THP-1_DMSO_PMA` → `THP-1_DMSO`, appaiato sulla stessa linea e con lo stesso veicolo; ora non e' poolato in nessuna meta-analisi. Il gruppo scende da 5 studi a 3."
cgroup_L5_31308596,GSE252575,A,"USCITO: portava `HT1080 cells treated with PMA` → `HT1080 cells treated with Control`, appaiato; ora non e' poolato da nessuna parte."
cgroup_L5_a4029927,GSE186341,A,"Il riferimento poolava due confronti appaiati per linea (`Afatinib-treated HCC1143 cells` → `DMSO-treated HCC1143 cells` e `NCI-H1793_Afatinib` → `NCI-H1793_DMSO`); ora al posto del primo compare `HSTS cells treated with Afatinib` → `KRJ1 cells treated with DMSO`, che incrocia due linee. Il nuovo sbaglia dove il vecchio azzeccava."
cgroup_L5_a4029927,GSE217421,C,"Cambiano i donatori nominati sul trattato (MSN01 e MSN05 ora, MSN02 due volte prima) ma il controllo resta il generico `DMSO-treated cardiac myocytes` in tutte e due le esecuzioni: nessuna delle due appaia il donatore in modo leggibile, e l'etichetta non dice quale attribuzione sia quella giusta."
cgroup_L5_a4029927,GSE146096,A,"USCITO verso lapatinib e sorafenib: nel riferimento portava due voci `Afatinib 50nM` → `Vehicle Control`, appaiate e con l'entita' del gruppo scritta sul trattato. Il nuovo perde un membro pulito dell'entita' dichiarata."
cgroup_L5_aad8ed47,GSE133003,C,Nel riferimento le etichette erano lunghe e mostravano `(transgene stable)` SOLO sul braccio trattato; ora sono simmetriche e corte (`LGD + YAP/TAZ siRNA` → `LGD + control siRNA`). Non si puo' decidere se il nuovo abbia corretto l'asimmetria o solo abbreviato l'etichetta nascondendola.
cgroup_L5_aad8ed47,GSE205726,C,Solo formulazione (`MDA-MB-231 + YAP+TAZ siRNA` contro `... (duplicate)`) verso lo stesso `MDA-MB-231 + control siRNA`.
cgroup_L5_47e67cab,GSE100785,B,ENTRATO con due confronti appaiati anche sull'eta' e sul tessuto: il riferimento non poolava questo studio.
cgroup_L5_47e67cab,GSE143782,B,ENTRATO con confronto appaiato sullo stesso donatore (`Donor #40` su entrambi i bracci).
cgroup_L5_47e67cab,GSE223405,B,"ENTRATO con sei confronti tutti appaiati sul medesimo fondo (linea, vettore, genotipo), ognuno col proprio controllo."
cgroup_L5_a747a14e,GSE208331,A,"USCITO: nel riferimento portava `PM2.5` → `Control sample`, identico per forma agli altri tre confronti del gruppo e senza difetto leggibile; ora non e' poolato in nessuna meta-analisi. Il nuovo perde un membro pulito (4 studi → 3) e il materiale non dice perche'."
cgroup_L5_930c8dcf,GSE118152,A,"ENTRATO: il nuovo porta dentro 'DHT_ENZ' contro 'Control (EtOH_DMSO)', combinazione DHT+enzalutamide; il riferimento non poolava questo studio in nessuna meta-analisi."
cgroup_L5_930c8dcf,GSE123763,C,"Il riferimento aveva anche 'GAR15-13_DHT' contro 'GAR15-13_Vehicle'; entrambe le coppie sono appaiate sul modello. Differenza di potenza, non di appaiamento."
cgroup_L5_930c8dcf,GSE131726,B,"ENTRATO con 'LNCaP + DHT' contro 'LNCaP + ethanol (control)', appaiato: il riferimento lasciava fuori uno studio valido."
cgroup_L5_930c8dcf,GSE157104,C,"Stesse due coppie, solo riscritte ('VCaP_DHT_24hr' -> 'VCaP cells treated with DHT for 24 hours'); il controllo non datato del braccio a 10 ore c'e' in entrambi i run."
cgroup_L5_930c8dcf,GSE158557,C,"Sottoinsiemi diversi di costrutti (ora ARQ640X e ARWT, prima ARV7/ARWT/EGFP) ma in tutti i casi DHT contro veicolo dello STESSO costrutto: entrambe difendibili."
cgroup_L5_930c8dcf,GSE174618,C,Il riferimento aveva anche 'DHT 10nm 1hr'; tutti i bracci contro lo stesso 'Vehicle Control (EtOH)' in entrambi i run. Differenza di potenza.
cgroup_L5_930c8dcf,GSE178374,C,"Il riferimento aveva anche il braccio 3D ('3D-cultured dermal papilla cells treated with DHT' contro '3D-cultured dermal papilla cells'), appaiato come il 2D: solo potenza."
cgroup_L5_930c8dcf,GSE210765,C,"Stesso confronto, controllo riscritto da 'Vehicle Control' a 'Control (EtOH)'."
cgroup_L5_930c8dcf,GSE218556,A,Il riferimento poolava solo 'LNCaP cells treated with DHT' contro veicolo; il nuovo aggiunge 'LNCaP treated with DHT and X15695' contro lo stesso veicolo.
cgroup_L5_930c8dcf,GSE227511,A,Il riferimento poolava solo il confronto con ACP su entrambi i lati; il nuovo aggiunge 'MDaPCa2a cells treated with DHT and ACP-coating' contro 'MDaPCa2a cells treated with control media'.
cgroup_L5_930c8dcf,GSE123766,C,"Il materiale mostra solo l'etichetta del riferimento ('DHT' contro 'Vehicle') e la chiave nuova (CHEBI:68534), non i bracci poolati ora. Restano aperte due letture opposte (il nuovo ha messo il braccio DHT sotto enzalutamide, oppure poola un braccio enzalutamide dello stesso studio e ha perso il DHT) e l'etichetta non le separa."
cgroup_L5_930c8dcf,GSE125014,A,"USCITO da ogni pooling; era 'LNCaP + DHT' contro 'LNCaP + Vehicle', appaiato: il nuovo perde un confronto valido."
cgroup_L5_930c8dcf,GSE130247,B,"USCITO; era '22RV1 cells treated with DHT and ENZ' contro '22RV1 cells treated with EtOH_DMSO', combinazione con l'antagonista dentro il gruppo dell'agonista. Toglierlo e' corretto."
cgroup_L5_930c8dcf,GSE148806,A,"USCITO; erano 'R1-AD1 shCon DHT' contro 'R1-AD1 shCon ethanol' e 'R1-AD1 shKLF5-2 DHT' contro 'R1-AD1 shKLF5-2 ethanol', appaiati sul costrutto."
cgroup_L5_930c8dcf,GSE163539,A,"USCITO; era 'DHT-treated LNCaP cells' contro 'DMSO-treated LNCaP cells', appaiato."
cgroup_L5_930c8dcf,GSE165246,A,"USCITO; era 'LNCaP + DHT' contro 'LNCaP + vehicle', appaiato."
cgroup_L5_930c8dcf,GSE89917,A,"USCITO; era 'LNCaP Bag-1L KO cell line with DHT' contro 'LNCaP Bag-1L KO cell line with EtOH', stesso genotipo sui due bracci."
cgroup_L5_930c8dcf,GSE94013,A,"USCITO; era 'DHT' contro 'DMSO', appaiato."
cgroup_L5_930c8dcf,GSE99626,B,"USCITO da questo gruppo; era 'T47D cells treated with E2 and DHT' contro 'T47D cells treated with Vehicle', combinazione estradiolo+DHT sotto l'entita' DHT. Toglierlo di qui e' corretto."
cgroup_L5_721184e6,GSE125245,A,"Il riferimento aveva 3 confronti tutti puliti (DU145, LNCaP, VCaP THZ1 contro DMSO); il nuovo ne aggiunge un quarto che somma stimolazione AR e THZ1 contro solo veicolo."
cgroup_L5_721184e6,GSE158119,C,"Il nuovo aggiunge 'MM074 + THZ1' contro 'MM074 + vehicle' al gia' presente MM047, entrambi appaiati: differenza di potenza."
cgroup_L5_721184e6,GSE160534,C,"Stesse due coppie riscritte ('MDA-MB-231 + THZ1' -> 'MDA-MB-231 treated with THZ1'), controllo veicolo in entrambi i run."
cgroup_L5_721184e6,GSE229967,B,"ENTRATO con 'THZ1-treated GBM43 cells' contro 'DMSO-treated GBM43 cells', appaiato: il riferimento lasciava fuori uno studio valido."
cgroup_L5_721184e6,GSE266389,C,"Stesso confronto; il riferimento era piu' informativo ('THZ1 0.1 microM 16h' contro 'DMSO 0.1% 16h') del nuovo ('THZ1-treated' contro 'DMSO-control'), ma nessuno dei due mostra un difetto."
cgroup_L5_721184e6,GSE89127,C,"Il riferimento aveva anche 'H3122 THZ1 50nM 48h' contro 'H3122 DMSO 0.1% 48h'; le 5 coppie rimaste sono identiche e appaiate per linea, dose e tempo. Solo potenza."
cgroup_L5_721184e6,GSE135527,A,"USCITO da ogni pooling; era 'TSC1+ Bladder Cancer THZ1 100nm' contro 'TSC1+ DMSO', appaiato sul genotipo."
cgroup_L5_721184e6,GSE157927,A,"USCITO; era 'Pancreatic cancer cell line THZ1' contro 'Pancreatic cancer cell line DMSO', appaiato."
cgroup_L5_721184e6,GSE164933,A,"USCITO; era 'THZ1' contro 'DMSO', appaiato."
cgroup_L5_535d97f6,GSE102209,B,"ENTRATO con 'xenograft of patient sample + imatinib' contro 'xenograft of patient sample + DMSO', appaiato: il riferimento lasciava fuori uno studio valido."
cgroup_L5_535d97f6,GSE155800,C,"Stesso identico confronto, cambia solo la maiuscola di 'imatinib'."
cgroup_L5_535d97f6,GSE184427,C,"Il riferimento aveva anche 'LuCaP 78 + Imatinib' contro 'LuCaP 78 PBS Control', appaiato come quello rimasto: solo potenza."
cgroup_L5_535d97f6,GSE186341,C,Insiemi diversi di bracci dello stesso screening (il riferimento aveva anche AsPC-1); le coppie rimaste restano appaiate per linea.
cgroup_L5_535d97f6,GSE217423,C,"Stesso confronto; il riferimento dichiarava dose e tempo ('Imatinib 5uM for 48 hours'), il nuovo no. Nessuno dei due mostra un difetto."
cgroup_L5_535d97f6,GSE146096,C,"SPOSTATO sotto CHEBI:49603 e CHEBI:50924; il confronto del riferimento era 'Imatinib 5uM 48h' contro 'Vehicle Control' (pulito) ma le etichette del run nuovo non sono nel materiale, ed e' uno studio multi-farmaco: non si puo' stabilire quale braccio il nuovo abbia poolato."
cgroup_L5_535d97f6,GSE216837,A,"USCITO da ogni pooling; era 'Imatinib-treated CD34+ LSC' contro 'Untreated CD34+ LSC', appaiato sul materiale."
cgroup_L5_535d97f6,GSE218451,A,"USCITO; era 'Imatinib-treated' contro 'Control', appaiato."
