cluster_id,verdetto_lettore,verdetto_finale,contestato,gse_accusati,motivo
cgroup_L5_a6fd82fa,dubbio,dubbio,False,GSE163908,"Confermo l'incertezza del revisore: GSE163908 (MRC5, fibroblasti polmonari normali non ER+) + 4-OHT ricorda fortemente il paradigma classico di senescenza oncogene-indotta con costrutto ER-inducibile (4-OHT come reagente attivatore, meccanismo 3), a differenza delle altre 4 righe tutte su linee di cancro al seno ER+ (MCF7, MCF7-ESR1Y537S, T47D) dove il 4-OHT e' il farmaco studiato. Ma l'etichetta 'MRC5 cells treated with 4-OHT vs MRC5 cells control group' non menziona esplicitamente un costrutto oncogenico, quindi non si puo' asserire con certezza ne' assolvere ne' condannare solo dal testo. Il dubbio dichiarato del revisore e' la risposta corretta, non lo contesto."
cgroup_L5_a8015c98,incoerente,incoerente,False,GSE106336;GSE165548;GSE189764;GSE250050;GSE97766,"Confermato. GSE165548 pool­a 'Gemcitabine + Radiotherapy' vs 'Control - No irradiation - No treatment': il trattato ha un secondo agente (radioterapia) assente nel controllo — la coppia misura chemioradioterapia combinata, non gemcitabina isolata. Gli altri 8 confronti (GSE106336, GSE189764, GSE250050 x4, GSE97766 x2) sono tutti gemcitabina-vs-veicolo/untreated puliti e appaiati per linea. Meccanismo 7 corretto e ben localizzato."
cgroup_L5_a8ff7b6d,coerente,coerente,False,,"Confermato dopo ricerca attiva di intrusi: ogni riga è ATRA vs il proprio veicolo (DMSO/etanolo/untreated) appaiato sulla stessa linea/tessuto (incl. 'SH SY5Y BKO-98', stesso background genetico su entrambi i bracci, non un confondente). Nessuna combo, nessuna direzione opposta, nessun controllo invalido. L'I² molto alto (94.7) non è segno di incoerenza ma di eterogeneità biologica attesa fra tipi cellulari molto diversi (neuroblastoma, mieloma, leucemia promielocitica, astrociti) sotto lo stesso perturbagene — coerente con quanto osservato in altri gruppi-farmaco di questo blocco (tunicamicina, gemcitabina) dove più linee sono normalmente pooled."
cgroup_L5_aa8c1d6d,incoerente,incoerente,False,GSE102908;GSE199800;GSE206185;GSE245624;GSE260507,"Confermato. La riga 'MCF7 WT + E2 + OTX015' vs 'MCF7 WT + DMSO' (GSE206185) ha un secondo agente (estradiolo) presente solo nel trattato: misura OTX015+E2, non OTX015 da solo. Verificato che è un caso isolato: l'altra riga dello stesso GSE206185 ('MCF7 Y537S + OTX015' vs 'MCF7 Y537S + DMSO') non ha E2 ed è pulita, così come tutti gli altri 10 confronti (GSE102908 x7, GSE199800, GSE245624, GSE260507)."
cgroup_L5_c13b1103,dubbio,dubbio,False,GSE185051,"Confermato dubbio. La riga GSE185051 'NAFLD disease' (n=19) vs 'Vehicle control' (n=1) resta genuinamente ambigua dalla sola etichetta: potrebbe essere un secondo controllo sano interno allo studio oppure il braccio veicolo di un disegno sperimentale diverso (es. trial farmacologico) non comparabile al confronto paziente-vs-sano degli altri 4 studi. Peso della riga contestata basso (n controllo=1), non abbastanza per una conclusione ferma in nessuna direzione."
cgroup_L5_c860712d,coerente,coerente,False,GSE101993;GSE110935;GSE136371;GSE141535,"Verdetto confermato ma motivo del revisore corretto: cita 'PBMC di donatori' come materiale del gruppo, ma nessuna etichetta del gruppo menziona PBMC — è un'affermazione non supportata dal testo. Il materiale reale è: epitelio bronchiale/tracheale (GSE101993, cell line CFHBE + primarie sane), fibroblasti polmonari (GSE141535/141536), e codici paziente/donatore senza materiale esplicito (GSE110935, GSE136371, quest'ultimo probabilmente il contributore di peso maggiore vista la numerosità n=21). La differenza epitelio-vs-fibroblasti è reale ma rientra nella categoria 'colture cellulari' definita dal meccanismo 6 solo a grana grossa (tessuto/linea-cellulare/plasma/organoide) — non è abbastanza per dichiarare materiali incompatibili in quel senso. Nessuna combo, nessuna direzione opposta, nessun controllo invalido trovato altrove."
cgroup_L5_d411c435,coerente,coerente,False,,"Confermato dopo verifica riga per riga. Ogni confronto è tunicamicina vs DMSO/veicolo appaiato correttamente per linea/background (incl. HCT116_case/DMSO_case e HCT116_control/DMSO_control tenuti separati per genotipo, e MDA-MB-231 '(transgene stable)' presente su entrambi i bracci della stessa riga). Nessuna combo con secondo agente, nessun controllo non valido."
cgroup_L5_dd2a1a58,coerente,coerente,False,GSE145154;GSE147236,"Confermato. Tutti i 10 confronti sono scompenso cardiaco vs controllo sano su materiale cardiaco. Ho considerato come possibile intruso GSE145154 ('Whole cells, heart, heart failure' vs 'Whole cells, heart, no disease state'), che per numerosità (n=52 vs 15, la più grande del gruppo) è probabilmente il contributore dominante e usa una dicitura diversa dalle altre ('Left Ventrice Tissue' in GSE147236). Ma l'etichetta applica lo stesso termine simmetricamente a caso e controllo, e 'Whole cells' non è di per sé prova di un materiale diverso (tessuto omogenato vs isolato) — è una lettura troppo speculativa per giustificare un'incoerenza non scritta nel testo."
cgroup_L5_df599af1,incoerente,incoerente,False,GSE122274;GSE163196;GSE186054;GSE232753;GSE237861,"Confermato. GSE237861 fornisce 11/15 righe con etichette 'Organo Sepsis'/'Organo Sepsis Induced' su cervello, colon, cuore, ippocampo, rene, polmone dello stesso animale/esperimento — chiaro modello sperimentale multi-organo di sepsi indotta, non un paziente. Mescolato con GSE163196/GSE186054/GSE232753 ('Sepsis Patient(s)' vs 'Healthy') che sono clinici. Nota aggiuntiva: anche GSE122274 ('Mixed_ATN_AIN_sepsis' vs 'Mixed_ATN_AIN') è un disegno diverso (classificazione istopatologica renale sepsi-vs-non-sepsi, non sepsi-vs-sano) — rafforza ulteriormente l'eterogeneità del gruppo ma non cambia la diagnosi principale già corretta dal revisore."
cgroup_L5_f29dd3b3,coerente,coerente,False,GSE116899;GSE189136,"Confermato dopo ricerca attiva. C'è una reale distinzione di frazione ematica (neutrofili in GSE116899 vs PBMC in GSE189136, protocolli di isolamento che si escludono a vicenda) che ho valutato seriamente come possibile violazione, ma resta comunque materiale ematico (categoria grossolana comune, non tessuto-vs-cellula-vs-plasma-vs-organoide) e il revisore l'aveva già notata esplicitamente giudicandola accettabile. L'I² del gruppo è il più basso dei 10 (22.1), a sostegno quantitativo della concordanza fra i confronti nonostante l'eterogeneità di sottotipo cellulare. Le differenze di soggetto/età/sesso fra i bracci sono attese in un disegno caso-controllo di malattia, non un difetto."
cgroup_L5_f832048f,incoerente,incoerente,False,GSE117970;GSE157086;GSE183947;GSE210787;GSE225846,"Confermato. GSE117970 misura monociti del sangue e TAMs (macrofagi associati al tumore, cellule immunitarie isolate) contro le loro controparti sane — materiale immunitario/sangue — mentre tutti gli altri 10 confronti (GSE157086, GSE183947, GSE210787 x3, GSE225846 x7) sono tessuto tumorale mammario bulk vs tessuto normale mammario: distinzione di categoria grossolana (sangue/cellule immuni isolate vs tessuto solido), esattamente il tipo di caso previsto dal meccanismo 6. Nota supplementare: GSE225846 ha anche una riga con controllo etichettato 'Unclear_Caucasian_Stage_IIIC', un ulteriore elemento debole a sostegno dell'eterogeneità del gruppo (non necessario per il verdetto, già solido su GSE117970)."
cgroup_L5_f956ef98,coerente,coerente,False,GSE217334,"Confermato. Tutti e 16 i confronti sono TCDD-vs-DMSO appaiati per linea/tipo cellulare, e nei casi con timepoint espliciti (GSE217334: Day3/Day7/24h/3h/Day17) trattato e controllo sono sempre allo STESSO timepoint. Nessuna combinazione nascosta, nessun controllo improprio, nessun materiale incompatibile (tutte colture cellulari/derivati hESC). Il revisore ha ragione."
cgroup_L5_10344dfd,coerente,coerente,False,GSE179347,"Confermato. Glucosio alto contro controllo a basso glucosio/vehicle, appaiato per linea in ogni studio (HepG2, HMCL-7304, SGBS nello stesso GSE179347 ciascuno con il proprio 'EMPTY EMEM MEDIUM' control). Nessun'entita'-ombrello, nessuna combinazione non catturata, nessuna asimmetria di materiale trovata."
cgroup_L5_16525349,coerente,coerente,False,,"Confermato. Ogni confronto e' ponatinib vs veicolo appaiato per linea/modello (AsPC-1, EFO-21, HF2597, HSTS, NCI-H1793, PANC-1, U87_MG, MSN01/MSN05, LM2). I due bracci UNTREATED (LNCaP, U87_MG) invece di DMSO restano un controllo comparabile, coerente col precedente gia' accettato in questo stesso gruppo. Nessuna intrusione trovata oltre a quella gia' notata."
cgroup_L5_17b35bdc,coerente,dubbio,True,GSE162285;GSE202682,"Il revisore ha notato solo 'MSK-PCa3 docetaxel vs MSK-PCa3 vehicle (time zero)' come nota minore, ma il problema e' piu' esteso: nello stesso GSE162285 tre bracci trattati sono etichettati 'docetaxel-persister' (MSK-PCa1, MSK-PCa7, PM154) contro un controllo 'vehicle (negative control)' — per definizione le cellule 'persister' sono la popolazione sopravvissuta a un ciclo di trattamento gia' avvenuto (fenotipo adattato/selezionato), non l'effetto acuto del farmaco misurato nel resto del gruppo (HCI002/003/011, MDAMB231, la serie LuCaP, GSE202682, DU145). Sommato al caso 'time zero' gia' notato, sono 4 confronti su 16 (Kish gia' basso, 2.0) che misurano una fase temporale/uno stato diversi dello stesso farmaco, non lo stesso contrasto acuto-vs-veicolo. Non abbastanza per 'incoerente' secco (entita', verso e la maggioranza dei controlli restano corretti), ma troppo per un 'coerente' netto senza riserve."
cgroup_L5_17b55386,coerente,dubbio,True,GSE102812;GSE115650;GSE123468;GSE254310,"La componente caso-controllo (soggetti diversi fra i bracci) e' correttamente giudicata non un difetto. Ma il revisore non ha guardato l'asse MATERIALE: il gruppo mescola biopsie muscolari primarie (GSE102812, GSE115650, GSE123468 Patient 1-7) con miotubi differenziati in coltura (GSE254310, 'AB1080 myotubes FSHD' vs 'AB1190') e con un confronto 'Transgenic FSHD Patient T7 vs Transgenic Control T3' (GSE123468) che usa una linea ingegnerizzata/immortalizzata diversa dalle biopsie dirette elencate nello stesso GSE. Biopsia (tessuto eterogeneo con stroma, immune, grasso) e coltura di miotubi/linea transgenica non sono lo stesso materiale (meccanismo 6). Peso modesto (2-3 confronti su ~19): non basta per ribaltare a incoerente, ma il verdetto 'coerente' netto ignora un'eterogeneita' reale e dichiarata nelle etichette."
cgroup_L5_2a225fda,dubbio,dubbio,False,GSE145505;GSE195599;GSE201955;GSE206510,"Confermato. L'etichetta di GSE145505 e' letteralmente ambigua — 'Control Asthma' vs 'Control None', entrambi i bracci descritti come 'Control' — e non permette di stabilire con certezza se isoli lo stesso contrasto asma-vs-sano degli altri tre studi (GSE195599, GSE201955, GSE206510, tutti chiaramente pazienti-vs-sani appaiati). Ne' assolvere ne' condannare e' giustificato dal solo testo: il dubbio del revisore regge, con peso reale dato il gruppo piccolo (Kish 2.1, 5 confronti)."
cgroup_L5_3370a794,coerente,coerente,False,GSE180180;GSE181586;GSE227839,"Confermato. Gilteritinib vs vehicle/DMSO/no-treatment, appaiato per modello in ogni studio (xenograft GSE180180/180181, MOLM14 GSE181586, AML primaria GSE227839). Il controllo 'no treatment' invece di vehicle e' un divario minore gia' accettato altrove in questo corpus (vedi ponatinib LNCaP/U87_MG). Nessuna intrusione ulteriore trovata."
cgroup_L5_3439da02,incoerente,incoerente,False,GSE225751;GSE99875,"Confermato sulle etichette: in GSE225751 i 4 confronti (CEM, Jurkat, TALL-4, TALL-6 + everolimus, quattro linee T-ALL diverse) sono tutti confrontati contro la STESSA etichetta generica 'T lymphocytes + control' anziche' contro la propria linea trattata col veicolo — non appaiati per linea (meccanismo 9/5). Trovata anche una prova aggiuntiva non citata dal revisore: in GSE99875 'Everolimus 4h differentiated' (n=1) e' confrontato contro lo STESSO pool 'Control' (n=6) gia' usato per il braccio non-differenziato 'Everolimus 4h' (n=4 vs 6) — nessun controllo dedicato differenziato, stesso difetto di appaiamento. Il motivo del revisore regge e si rafforza."
cgroup_L5_37942548,coerente,coerente,False,,"Confermato. Il caso KO38 (controllo 'Engineered HeLa S3 cells (KO38)' senza equivalente esplicito nel trattato) resta un'unica imprecisione di etichetta su 23 confronti, non una prova di linea/genetica diversa. Verificati anche i casi MAML3-overexpressing SK-N-SH: ENTRAMBI i bracci (trattato e controllo) portano la stessa manipolazione genetica, quindi nessun mismatch. Nessun'altra intrusione trovata."
cgroup_L5_37ecd157,coerente,dubbio,True,GSE210522;GSE221860;GSE221861;GSE235462,"Quattro dei cinque confronti usano un veicolo comparabile per una proteina ricombinante (Vehicle/PBS in GSE210522, GSE221860, GSE221861). Ma GSE235462 confronta 'VEGF donor 1' contro 'DMSO donor 1': DMSO e' il solvente convenzionale per piccole molecole, non il diluente tipico per una proteina come VEGF (di norma PBS/salina). Questo scarto nell'etichetta del controllo (n=5 vs 2, non trascurabile su un pool di soli 5 confronti totali, Kish 3.0) mette in dubbio se questo studio misuri davvero lo stesso contrasto proteina-vs-veicolo degli altri tre, o se l'entita'/il controllo siano stati assegnati in modo improprio. Non e' una prova definitiva di entita' sbagliata (l'etichetta non lo dice esplicitamente), quindi non basta per 'incoerente', ma troppo per liquidarlo come 'coerente' pulito."
cgroup_L5_3973fe03,incoerente,incoerente,False,GSE155141;GSE181229;GSE205853;GSE214475,"Confermato sulle etichette: GSE155141 dichiara 'IL-1β stimulated' (HGNC:5992, gene diverso da HGNC:5991=IL1A) e GSE205853 tratta con 'IFN-γ, IL-1β' vs 'No Treatment' (stesso errore di gene + secondo agente IFN-γ non presente nel controllo). Solo GSE181229 ('IL-1 alpha') e GSE214475 ('IL1A') misurano davvero l'entità dichiarata: 2 studi su 4 fuori bersaglio, come scritto dal revisore."
cgroup_L5_3a625868,coerente,coerente,False,,"Confermato: tutti i 7 confronti sono trastuzumab/Herceptin vs non trattato/DMSO in linee mammarie (BT-474, MDA-MB-231, SK-BR-3, SKBR3) e cardiomiociti. Nessuna combinazione, nessun controllo improprio. Nota non dirimente: MDA-MB-231 è HER2-negativa (efficacia biologica attesa debole) ma l'etichetta del contrasto resta identica — non rientra nei meccanismi di incoerenza elencati."
cgroup_L5_3b461817,coerente,coerente,False,,"Confermato: 19/19 confronti sono nilotinib vs DMSO/vehicle/untreated in linee cellulari diverse (pancreatiche, cardiomiociti, LNCaP, U87_MG, HF2597, HSTS, HCC1143, EFO-21). Nessuna combinazione, nessun controllo improprio, nessuna direzione opposta."
cgroup_L5_3d8c29f4,coerente,coerente,False,,"Confermato: tutti i 9 confronti sono IL2 vs stesso sottotipo cellulare senza IL2 (subset T CD3+Vδ2+ per CD26/CD94, NK cells, CD8+ T cells, γδ T cells), controllo sempre appaiato esattamente per sottotipo. Nessuna classe-ombrello, nessuna combinazione non catturata."
cgroup_L5_3f0cc1fe,coerente,coerente,False,,"Confermato: tutti gli 11 confronti sono pazienti UC (stratificati per sesso, fumo, immunosoppressione, attività) vs controllo sano/mucosa normale — caso-controllo di malattia legittimo, soggetti diversi obbligatori. Nessun materiale non-paziente dichiarato in nessuna riga."
cgroup_L5_49e290ae,incoerente,incoerente,False,GSE208405;GSE217421;GSE217423;GSE236896,"Confermato: GSE208405 è tessuto cutaneo di pazienti con dermatite atopica ('Ciclosporin Treated' vs 'Before Dupilumab Treatment' — un basale clinico ante-altro-farmaco, non un vero veicolo), mentre GSE217421/GSE217423/GSE236896 sono cardiomiociti e HCT-116 trattati in vitro con ciclosporina vs DMSO. Materiale paziente contro linea cellulare più un controllo di validità dubbia: il motivo del revisore regge sulle etichette citate."
cgroup_L5_4be9e90d,coerente,coerente,False,GSE129018;GSE144775;GSE232176;GSE262137,"Confermato: tutti i 34 confronti sono PFOS vs DMSO (dose-response granulare in GSE144775, o senza dose specificata in GSE129018/GSE232176/GSE262137). La label di controllo variante 'Testicular germ cell tumor cells treated with DMSO' in GSE262137 è verosimilmente solo nomenclatura estesa per la stessa linea 'C1', non un materiale diverso."
cgroup_L5_522fa0c2,coerente,coerente,False,GSE67196,"Confermato: tutti i 14 confronti sono pazienti sALS vs controllo sano/non-neurologico, caso-controllo di malattia legittimo. Nota non dirimente: GSE67196 pool­a cerebellum e corteccia frontale sotto la stessa entità, ma ogni riga ha il controllo appaiato sulla STESSA regione anatomica (Cerebellum vs Cerebellum, Frontal Cortex vs Frontal Cortex) — non è un controllo improprio secondo i meccanismi elencati."
cgroup_L5_538960a6,coerente,coerente,False,GSE190850;GSE203395,"Confermato nel complesso: tutti i confronti sono esposizione/infezione con M.tb (batterio vivo/attenuato H37Ra o lisato) vs cellule non stimolate/non infette, controllo appaiato per timepoint dove specificato. Nota non dirimente: GSE190850 usa un lisato (non batterio vivo) e i controlli ripetuti 'D-7, 7 days' di GSE203395 sono etichettati in modo terso senza dire esplicitamente 'non infetto' — insufficiente per ribaltare il verdetto in assenza di un secondo agente o materiale esplicitamente diverso dichiarato."
cgroup_L5_5927750b,coerente,coerente,False,,"Confermato: tutti i 14 confronti sono carfilzomib vs DMSO in linee cellulari diverse (CAPAN-2, DLD-1, H-1299, H-23, PANC-1, RPMI, cardiomiociti, cellule endoteliali aortiche primarie). Nessuna combinazione, nessun controllo improprio, nessuna direzione opposta."
cgroup_L5_5e0c0fae,incoerente,incoerente,False,GSE206130;GSE211829;GSE217421;GSE217423,"Confermato, con correzione del conteggio: sono 14 (non 13) i confronti da GSE217421 + 1 da GSE217423 = 15 su 23 totali (non 14 su 21). Tutti 'Rituximab/Cabozantinib-treated cardiac myocytes vs DMSO-treated cardiac myocytes' sono uno screening di cardiotossicita off-target: i cardiomiociti non esprimono CD20, il bersaglio dell'anticorpo, quindi non misurano l'effetto farmacologico on-target visto in GSE206130 (linee di linfoma B) e GSE211829. Il dato 'piu pesante: 79%' e Kish=1.5/4 confermano che il pool e dominato proprio da questo materiale intruso (verosimilmente GSE217421, che accumula il maggior n combinato). Meccanismo 6 corretto."
cgroup_L5_74daf1c9,incoerente,incoerente,False,GSE125866;GSE171638;GSE221398;GSE246050,"Confermato: GSE171638 ('Treg_Donor_1_OSCC' vs 'Treg_Donor_1_no_treatment') e un disegno di esposizione in vitro sullo STESSO donatore, su cellule Treg isolate -- non un caso-controllo di tessuto tumorale. Gli altri tre studi (GSE125866, GSE221398, GSE246050) confrontano tessuto tumorale di pazienti diversi contro mucosa normale. Materiale (cellule immunitarie isolate vs biopsia tissutale) e disegno (stesso donatore vs pazienti diversi) sono incompatibili. Meccanismo 6 corretto."
cgroup_L5_828ae0cb,coerente,coerente,False,GSE214503;GSE231480;GSE237845;GSE251869,"Ricontrollate tutte le 9 etichette una per una: nessun secondo agente nascosto, nessun reagente/induttore, nessuna classe-ombrello, nessun conflitto di verso. GSE214503 e GSE237845 usano PBS/Vehicle senza specificare la linea, ma PBS e il diluente tipico per una citochina ricombinante (non segnale di in vivo vs in vitro) e non c'e evidenza testuale di materiale diverso. Il resto (GSE231480, GSE251869) sono tutte linee di carcinoma mammario TWEAK-vs-non trattato. Nessuna prova di incoerenza nelle etichette."
cgroup_L5_8ac307e0,incoerente,incoerente,False,GSE146096;GSE171358;GSE186341;GSE217421,"Confermato: 1 solo confronto su 25 (GSE217421, cardiomiociti) e lo stesso screening di cardiotossicita off-target visto per rituximab/afatinib, mescolato a ~24 confronti on-target su linee tumorali (GSE146096, GSE171358, GSE186341). Anche un solo intruso rende il gruppo incoerente per costruzione del criterio (va comunque riportato il peso); qui il peso e verosimilmente piccolo perche' il contributore piu pesante (84%) e probabilmente GSE146096 (controllo n=102, alta precisione), non GSE217421. Il revisore ha gia' correttamente hedge sul peso."
cgroup_L5_8b61f50b,coerente,coerente,False,,"Valutato criticamente il possibile scostamento di DU145 (prostata, verosimilmente ER-negativa, mentre tamoxifene agisce da SERM su ER) rispetto alle linee mammarie ER+ (MCF7, MCF7L, T47D): l'etichetta 'DU145_Tamoxifen_24h vs DU145_UNTREATED' non da pero' alcuna evidenza testuale di un paradigma sperimentale diverso (resta drug-vs-non trattato su linea cellulare, come tutti gli altri). Anche la varieta di tipi di controllo (DMSO vehicle, untreated, 'Full Media') e coerente con la prassi accettata nel resto del corpus (vedi cabozantinib/afatinib che mescolano liberamente Vehicle/DMSO/UNTREATED senza essere penalizzati). Nessuna prova sufficiente per ribaltare."
cgroup_L5_93068469,incoerente,incoerente,False,GSE175615;GSE184891,"Confermato: in GSE175615 il confronto 'Treated' vs 'Time Zero Control' usa un basale pre-trattamento come controllo, confondendo l'effetto del farmaco col tempo in coltura -- tempo non appaiato (meccanismo 9). Verificato che le etichette 'No Treatment' in GSE184891 (per HL60/OCI-AML3 a diverse durate) NON dichiarano esplicitamente 'time zero', quindi non estendo l'accusa a quello studio: resta scoping corretto al solo confronto citato."
cgroup_L5_96c9f7bf,incoerente,incoerente,False,GSE134497;GSE78936;GSE80655,"Confermato: GSE134497 ('Bipolar Disorder - Differentiation' vs 'Healthy Control - Differentiation') e un modello di differenziazione iPSC in vitro, mentre GSE78936 e GSE80655 sono tessuto cerebrale POST-MORTEM di paziente vs controllo (diverse aree di Brodmann/DLPFC/eta). Materiale sperimentale in vitro contro tessuto clinico diretto: stesso schema clinico-vs-sperimentale gia' visto altrove nel corpus. Meccanismo 1 corretto."
cgroup_L5_988d478d,incoerente,incoerente,False,GSE178807;GSE198740;GSE268499;GSE57148,"Confermato: GSE198740 ('COPD patient blood' vs 'Healthy control blood') e GSE268499 ('COPD PBMCs' vs 'Healthy PBMCs') misurano sangue periferico, mentre GSE178807 e GSE57148 misurano tessuto polmonare/epitelio bronchiale. Per una malattia d'organo come la BPCO, sangue/PBMC e tessuto polmonare sono compartimenti biologici diversi, non lo stesso contrasto. Con soli 4 studi pooled, la spaccatura 2-vs-2 e sostanziale, non un singolo intruso marginale."
cgroup_L5_a4029927,incoerente,incoerente,False,GSE146096;GSE162285;GSE186341;GSE217421,"Confermato: 4 confronti su 23 da GSE217421 (cardiomiociti MSN09/MSN02/donor1 vs DMSO cardiomiociti) sono lo stesso screening di cardiotossicita off-target visto per cabozantinib e rituximab, mescolati alle linee tumorali on-target (GSE146096, GSE162285, GSE186341). Frazione piu consistente che nel caso cabozantinib (4/23 vs 1/25) ma stesso meccanismo, correttamente identificato."
cgroup_L5_a69fcae5,coerente,coerente,False,GSE168527;GSE92387,"Ricontrollate tutte le sottopopolazioni (CD8 T KIR+/KIR- in GSE168527, B cell IgD/CD27/CXCR5 in GSE92387): ogni confronto e sempre paziente-SLE-vs-sano appaiato per la STESSA sottopopolazione cellulare (KIR- vs KIR-, KIR+ vs KIR+, ecc.), tutte derivate da sangue periferico. Nessun tessuto biopsia, nessun modello sperimentale in vitro, nessun secondo agente. I soggetti diversi fra bracci sono richiesti dal disegno caso-controllo di malattia, non un difetto. Nessuna prova di incoerenza nelle etichette."
cgroup_L5_a747a14e,coerente,coerente,False,,"Confermato. Le 4 etichette sono uniformi: 'PM2.5'/'PM2.5 Treated' vs 'Control'/'Control sample'/'Vehicle Control'. Nessuna parola nelle etichette tradisce un secondo agente, un materiale diverso o un controllo non valido. Non trovo prova d'incoerenza."
cgroup_L5_a7509255,incoerente,incoerente,False,GSE173902;GSE211868;GSE217234;GSE237960,"Confermato. GSE237960 dichiara esplicitamente 'Heat killed Staphylococcus aureus' vs 'Control', mentre GSE173902/GSE211868/GSE217234 sono tutti infezione VIVA ('infection'/'infected') vs PBS/untreated: batteri morti al calore sono un PAMP puro, senza replicazione ne' tossine attive — materiale/stimolo diverso (meccanismo 6/3). Aggiungo un aggravante che il revisore non ha scritto: per conteggio campioni GSE237960 (n=4 vs 4) e' il piu' numeroso del gruppo insieme a GSE211868, e il 'piu pesante: 80%' dichiarato nell'header rende plausibile che sia proprio l'intruso a dominare il risultato poolato, non solo a contaminarlo marginalmente."
cgroup_L5_a8d88150,dubbio,incoerente,True,GSE146095;GSE157905;GSE211850;GSE223201,"Il revisore ha isolato solo l'ambiguita' di passaggio in GSE211850 (mancava un match esplicito P1/P3 sul trattato) e ha lasciato passare un problema piu' serio: GSE223201 tratta 'Primary Liver HCC' (materiale PRIMARIO da paziente, col codice 'LEN02 HCC' tipico di linee/organoidi paziente-derivati) contro le linee cellulari stabilite del resto del gruppo (Huh7 esplicito in GSE211850, 'Liver Cancer Cells' generiche in GSE157905, verosimilmente linea anche in GSE146095 vista la dose in uM) — materiale incompatibile, meccanismo 6. Per conteggio campioni GSE223201 e' di gran lunga il piu' numeroso (25 campioni contro 16/9/8 degli altri tre studi), e l'header dichiara Kish=1.4 con un singolo studio all'84% del peso: e' quasi certamente GSE223201 a dominare, cioe' la meta-analisi 'lenvatinib' e' trainata per l'84% da materiale primario di paziente, non dalle linee cellulari che il resto del gruppo suggerisce. Il problema di passaggio in GSE211850 resta valido ma e' secondario. Il verdetto va corretto da 'dubbio' a 'incoerente'."
cgroup_L5_ae11259e,incoerente,incoerente,False,GSE146096;GSE158923;GSE217421;GSE94235,"Confermato. GSE158923 e' pazienti con Granuloma Annulare trattati clinicamente ('Patient Tofacitinib Treated' vs 'Patient Untreated'), mentre GSE146096/GSE217421/GSE94235 sono tutti esposizione sperimentale diretta in coltura (dose in uM, DMSO/Vehicle come controllo) su cardiomiociti e CD8+ T-cells — clinico contro sperimentale, meccanismo 1. Nota: la variabilita' di tipo cellulare fra gli studi in vitro (cardiomiociti vs T-cells) non e' di per se' un difetto aggiuntivo, e' lo stesso paradigma di esposizione diretta tollerato altrove nel corpus."
cgroup_L5_b0066299,coerente,incoerente,True,GSE151464;GSE158395;GSE185309;GSE188952,"Il revisore ha giudicato sull'impressione d'insieme ('tutti malato-vs-sano') senza controllare il materiale etichetta per etichetta. GSE185309 specifica esplicitamente 'Keloid-affected keratinocytes' vs 'Healthy control keratinocytes' — cheratinociti ISOLATI e coltivati — mentre GSE151464/GSE158395/GSE188952 usano l'etichetta nuda 'Keloid' vs 'Normal Skin'/'Normal', coerente con biopsie di TESSUTO intero (che include fibroblasti, matrice extracellulare e infiltrato immunitario, cioe' proprio la componente fibrotica che definisce il cheloide). Isolare solo i cheratinociti cattura un compartimento cellulare diverso e puo' non catturare affatto la firma fibrotica misurata dagli altri tre studi: mismatch di materiale, meccanismo 6. Non e' un dettaglio cosmetico: GSE185309 ha n=9 vs 6, fra i confronti piu' numerosi del gruppo (Kish=3.0, piu pesante 44%), quindi il suo peso nel pooling e' plausibilmente sostanziale."
cgroup_L5_b5db4aff,coerente,coerente,False,GSE228210,"Confermato. Tutti i confronti sono linee cellulari (leucemia MOLM-13/OCIAML2/OCI-AML3, tumore rabdoide maligno KP-MRT-NS/RY, linea non specificata in GSE228210) trattate con Selinexor vs DMSO: stessa entita', stesso verso, stesso tipo di controllo veicolo su tutti i bracci. Variabilita' di dose/tempo fra studi e' normale variazione sperimentale tollerata, non un mismatch di contrasto."
cgroup_L5_b9c77320,coerente,coerente,False,GSE103666;GSE137644,"Confermato. Tutti i confronti sono esposizione/infezione sperimentale diretta con HIV-1 in coltura (fibroblasti HFF-1/MRC-5, PBMC, cellule non specificate in GSE103666/GSE137644) contro mock/PBS/untreated. Ho cercato attivamente un mismatch di materiale (fibroblasti immortalizzati vs PBMC primarie) ma questa variabilita' e' dello stesso tipo gia' tollerato altrove nel corpus (es. tofacitinib cardiomiociti+T-cells nello stesso blocco): tutti i bracci sono ESPOSIZIONE DELIBERATA IN VITRO/EX VIVO allo stesso agente, nessun confronto su paziente con infezione clinica reale e' mescolato dentro."
