"cluster_id","verdetto_lettore","verdetto_finale","contestato","gse_accusati","motivo","peso_citati","n_studi","contrast_entity_label","k_effective","k_kish","n_sig","coherence_verdict"
"cgroup_L5_6df6a50e","coerente","coerente","False","","Verificato etichetta per etichetta su tutti i 33 confronti: ogni trattato sorafenib e' appaiato al proprio controllo DMSO/PBS/vehicle/untreated nella stessa linea cellulare, PDX (LuCaP per numero) o modello donatore/cardiomiocita specifico (MSN, HF2597). Nessuna combinazione non catturata, nessuna linea/genotipo spaiato. Coerente confermato; la nota sulla concentrazione (Kish 4.3/13, 33% su un solo studio) e' un asse di dominanza indipendente, corretta.",0,13,"sorafenib",13,4.27596411313212,353,"coherent"
"cgroup_L5_6ee86f02","incoerente","incoerente","False","GSE181364;GSE205812;GSE212613","Confermato: GSE181364 e GSE205812 sono confronti diretti paziente-vs-sano (materiale non specificato ma trattamento chiaro). GSE212613 e' esplicitamente 'Adipogenic Differentiation Day 10' su cellule di pazienti e donatori sani sottoposte a un protocollo di differenziazione in vitro — un modello sperimentale, non il confronto diretto malattia-vs-sano. Coerente con il pattern gia' documentato nel progetto per questa esatta malattia (spondilite anchilosante citata esplicitamente come caso di 'paziente contro modello in vitro'). Motivo del revisore regge.",1,3,"Spondylitis, Ankylosing",3,1.45413170774144,348,"coherent"
"cgroup_L5_702a5dea","coerente","coerente","False","","Confermato. Tutte le ~46 righe sono trametinib vs DMSO in linee cellulari (SUM-229PE, Mel202, KP4, MiaPaca2, MeWo, ASPC1, PANC1), PDX (PDX4, UM004) e cardiomiociti: nessuna combinazione con secondo agente, nessun campione clinico, nessuna direzione opposta, nessun materiale incompatibile trovato nelle etichette.",0,9,"trametinib",9,7.94174575770707,5415,"coherent"
"cgroup_L5_721184e6","incoerente","incoerente","False","GSE125245","Confermato sulle etichette: GSE125245 riga 29-31 e' esattamente 'LNCaP cells with AR stimulation in presence of THZ1' (n=1) vs 'LNCaP cells treated with DMSO' — il trattato porta un secondo fattore (stimolazione AR) assente dal controllo. Lo stesso GSE ha la coppia pulita 'LNCaP treated with THZ1' vs 'LNCaP treated with DMSO' (righe 32-34) che dimostra che l'AR-stimolazione e' un braccio separato, non parte del contrasto THZ1. Peso dell'intruso confermato basso (1 confronto su 26). Il resto del gruppo (COV362, KURAMOCHI, BCPAP, CAL-62, DU145, VCaP, TSC1+/-, pancreatico, MM047/074, MDA-MB, Y79, A375/A549/H3122/N87/PC9/RT112) e' tutto THZ1 vs DMSO/vehicle pulito e appaiato.",0.0287313436730831,11,"THZ1",11,7.61183900199945,669,"coherent"
"cgroup_L5_729b276d","incoerente","incoerente","False","GSE154377;GSE154414;GSE228990","Confermato: sangue cordonale (GSE154377), tessuto placentare (GSE154414) e cellule progenitrici endoteliali isolate (GSE228990) sono tre compartimenti biologici distinti, nessuno sovrapponibile. L'I2 mediano basso (0.0) non e' un argomento a favore della coerenza: la consegna esplicita dice di giudicare se il contrasto ha senso, non quanto le stime siano statisticamente vicine. Il mismatch di materiale e' reale e verificabile sulle etichette.",1,3,"Diabetes, Gestational",3,1.18756809099679,23,"coherent"
"cgroup_L5_74daf1c9","incoerente","incoerente","False","GSE125866;GSE171638;GSE221398;GSE246050","Confermato: GSE171638 ('Treg_Donor_1_OSCC' vs 'Treg_Donor_1_no_treatment') e un disegno di esposizione in vitro sullo STESSO donatore, su cellule Treg isolate -- non un caso-controllo di tessuto tumorale. Gli altri tre studi (GSE125866, GSE221398, GSE246050) confrontano tessuto tumorale di pazienti diversi contro mucosa normale. Materiale (cellule immunitarie isolate vs biopsia tissutale) e disegno (stesso donatore vs pazienti diversi) sono incompatibili. Meccanismo 6 corretto.",1,4,"oscc",4,2.42494273206929,4188,"coherent"
"cgroup_L5_7784bb43","incoerente","incoerente","False","GSE130580;GSE156067;GSE193812;GSE226146","Confermato sulle etichette: GSE130580 usa cellule T helper isolate (sangue/immune), GSE193812 tessuto adiposo/cellule staminali adipose, GSE226146 endometrio in fase secretoria — tre compartimenti anatomici fra loro incompatibili sotto lo stesso nome di malattia (mecc.6). Anche GSE156067 ('PCOS Day 3/7/12') indica probabilmente un ulteriore materiale/disegno distinto (verosimile cumulo ovarico/ciclo), che rafforza il quadro. Le etichette confermano esattamente i tre studi citati come intrusi materiali.",0.871586627896463,6,"pcos",6,2.10517837464502,24,"coherent"
"cgroup_L5_7805eee6","incoerente","incoerente","False","GSE154311;GSE164332;GSE183533;GSE189199;GSE190496","Confermato e ben supportato, anzi il piu' solido del blocco: i confronti vengono da compartimenti anatomici radicalmente diversi esplicitamente nominati nelle etichette stesse — neutrofili di sangue (GSE154311 'CD16High/Int COVID-19' vs 'Normal Density Neutrophils Healthy'), corteccia frontale (GSE164332 'COVID-19 Frontal Cortex' x4 varianti vs 'Control Frontal Cortex 1/2'), tessuto polmonare/BAL (GSE183533, GSE190496), linfonodo (GSE189199 'COVID-19 lymph node' vs 'Healthy lymph node'). Non e' un solo studio intruso: praticamente ogni studio del gruppo campiona un tessuto diverso, quindi l'incoerenza materiale e' strutturale al gruppo, non un'eccezione isolata. Verdetto confermato senza riserve.",0.840694389323985,7,"covid 19",7,3.16270408441804,598,"coherent"
"cgroup_L5_7934174c","coerente","coerente","False","GSE236896","Confermato. Tutte le 17 righe sono EPZ-6438/tazemetostat (stesso composto, due nomi) vs DMSO/vehicle in linee cellulari, fibroblasti dermici e linee PDX-derivate (WCM), con passage/tempo appaiati dove specificato (es. GSE236896 6 giorni/5-6 passaggi vs 6 giorni/5-6 passaggi). Nessuna intrusione trovata.",0.0981265554796637,9,"tazemetostat",9,7.46551634650216,2366,"coherent"
"cgroup_L5_79a73ac5","incoerente","incoerente","False","GSE113210;GSE197143","Confermato su entrambi i punti. GSE113210 'influenza at AV' vs 'Control CV' usa sigle di visita clinica (coerente con la nota storica del progetto su questo stesso studio), mentre gli altri 6 studi sono tutti infezione sperimentale (mock/PBS) in vitro o animale. GSE197143 'Influenza B 48hpi' vs 'Mock 48hpi': l'etichetta dichiara esplicitamente Influenza B, non Influenza A — l'entita' del gruppo e' NCBITaxon:11320 (Influenza A virus), quindi e' un patogeno sbagliato (meccanismo 8), correttamente scoperto dal revisore come secondo studio intruso non presente nel verdetto precedente. Unica nota: il campo meccanismo scritto ('1') copre solo GSE113210, non GSE197143 che e' un caso di entita' sbagliata (8) — correzione di etichettatura, non del verdetto, che resta incoerente.",0.102670335834984,7,"Influenza A virus",7,6.20093447530578,1801,"incoherent"
"cgroup_L5_79b3a442","dubbio","dubbio","False","GSE188938;GSE221511;GSE84538","Confermato il dubbio: 'growth condition (CTEPH)' vs 'growth condition (normal)' (GSE221511) e' una dicitura ambigua che puo' indicare tanto materiale di paziente processato in condizioni standard quanto un modello di coltura in vitro (es. cellule endoteliali derivate da paziente e coltivate). GSE188938 e GSE84538 sembrano confronti piu' diretti (pazienti/tessuto arterioso), ma senza il testo sorgente di GSE221511 non si puo' escludere ne' confermare l'incoerenza. Un dubbio dichiarato e' qui la scelta piu' onesta, non un compromesso pigro.",1,3,"cteph",3,1.71978372183608,116,"coherent"
"cgroup_L5_79ce3bd1","coerente","coerente","False","GSE156038;GSE244305","Confermato: bleomicina vs veicolo/DMSO/controllo non trattato in ogni braccio, incluso il knockout ANT1 (GSE244305) confrontato correttamente col proprio veicolo KO — background genetico tenuto costante fra trattato e controllo. Nessun materiale dichiarato incompatibile fra i due bracci di uno stesso confronto (la dicitura '(prostate)' in GSE156038 non basta a provare un mismatch, perche' l'altra riga dello stesso studio non specifica tessuto e potrebbe essere la stessa origine).",0.362209259372411,6,"bleomycin A2",6,5.96773241658457,4199,"coherent"
"cgroup_L5_81b706c4","incoerente","incoerente","False","","Verificato riga per riga: il braccio 'Ishikawa-S33Y Paclitaxel/SM08502' (n=2) vs 'Ishikawa-S33Y Vehicle Control' (n=1) ha davvero un secondo farmaco (SM08502) nel trattato assente dal controllo — misura l'effetto combinato, non paclitaxel isolato. E' un solo braccio intruso su ~11 confronti puliti (paclitaxel vs DMSO/vehicle/saline su HS578T, altre linee endometriali, PDX), ma la regola del progetto e' esplicita: un solo confronto intruso rende il gruppo incoerente, purche' sia indicato. Il revisore lo ha fatto correttamente.",0,3,"paclitaxel",3,1.82819562402862,84,"coherent"
"cgroup_L5_828ae0cb","coerente","coerente","False","GSE214503;GSE231480;GSE237845;GSE251869","Ricontrollate tutte le 9 etichette una per una: nessun secondo agente nascosto, nessun reagente/induttore, nessuna classe-ombrello, nessun conflitto di verso. GSE214503 e GSE237845 usano PBS/Vehicle senza specificare la linea, ma PBS e il diluente tipico per una citochina ricombinante (non segnale di in vivo vs in vitro) e non c'e evidenza testuale di materiale diverso. Il resto (GSE231480, GSE251869) sono tutte linee di carcinoma mammario TWEAK-vs-non trattato. Nessuna prova di incoerenza nelle etichette.",1,4,"TWEAK (TNFSF12)",4,2.91040774283186,1307,"coherent"
"cgroup_L5_82f82010","incoerente","incoerente","False","GSE154556;GSE175988;GSE182923;GSE236746;GSE89475","Confermato: GSE154556 (biopsia cute), GSE175988 (cellule 'Unstimulated', verosimilmente PBMC di paziente), GSE182923 (paziente donna), GSE236746 (tendine di paziente con rottura) sono tutti tessuto/campioni di PAZIENTI diabetici vs sani. GSE89475 'Endothelial cells under diabetic conditions' vs 'Control endothelial cells' e' invece un modello sperimentale in vitro (linea endoteliale esposta a condizione diabetica, es. alto glucosio), non tessuto di paziente. Meccanismo 1 applicato correttamente dal revisore, l'intruso e' quello giusto.",1,5,"diabetic",5,2.16565309184213,138,"coherent"
"cgroup_L5_8341bee7","incoerente","incoerente","False","GSE149640;GSE220806;GSE99626","Verificato: GSE99626 ha 'T47D cells treated with E2 and Progesterone' come trattato contro 'T47D cells treated with Vehicle' come controllo — l'estradiolo (E2) e' aggiunto solo al trattato, non isola l'effetto del progesterone. Gli altri tre confronti (GSE149640 con etanolo presente in ENTRAMBI i bracci come veicolo, quindi non un problema; GSE220806 x2) sono puliti. Motivo del revisore confermato sull'etichetta esatta.",1,3,"progesterone",3,1.76495242084543,227,"coherent"
"cgroup_L5_83b1f88c","incoerente","incoerente","False","GSE186341;GSE188958;GSE249573","Confermato con verifica incrociata rafforzata: il braccio 'HSTS_Neratinib_0.225_uM_24h' (trattato) e' appaiato a 'HF2597_UNTREATED' (controllo) — due modelli/linee diversi. La prova che e' un vero errore di appaiamento (non solo apparenza) e' che ENTRAMBE le linee hanno altrove nello stesso GSE186341 il proprio confronto correttamente appaiato: 'HF2597_Neratinib_0.225_uM_24h vs HF2597_DMSO_24h' e 'HSTS Neratinib vs HSTS DMSO'. Piccola correzione non decisiva: i bracci puliti nel gruppo sono ~24 su 25 (16 in GSE186341 -1 + 3 in GSE188958 + 6 in GSE249573), non 'ventitre' come scritto dal revisore — non cambia il verdetto.",1,3,"neratinib",3,1.99300749783496,2782,"coherent"
"cgroup_L5_83f57274","coerente","incoerente","True","GSE139233;GSE269699;GSE97358","Il revisore aveva già trovato GSE269699 (righe 1366-1371: 'Hypoxia (Donor 1)'/'(Donor 3)' vs 'Normoxia (Control, Donor 2)', donatore diverso su entrambi i confronti) ma lo ha chiamato 'minoritario' mantenendo coerente. Cercando attivamente ho trovato un SECONDO difetto non citato: GSE139233 riga 1228-1230, 'Hypoxia pH 6.0' vs 'Normoxia pH 7.4' — il pH cambia insieme all'ossigeno in questo confronto (confondimento non controllato, mecc.7/9), mentre gli altri 3 confronti dello stesso studio (righe 1231-1239) tengono correttamente il pH a 7.4 su entrambi i bracci. Per coerenza con lo standard applicato a TGFB1 (dove un singolo confronto per donatore diverso, GSE97358, ha contribuito a rendere il gruppo incoerente), anche qui il gruppo va marcato incoerente. Peso contenuto: 3 confronti su ~60, confinati a 2 studi su 25 (GSE269699, GSE139233); il resto del gruppo (23/25 studi) è pulito hypoxia vs normoxia con linea/genotipo/induttori (dox, auxina) tenuti costanti su entrambi i bracci.",0.0133153913719581,25,"hypoxia",25,22.7681113700665,4068,"coherent"
"cgroup_L5_840b7e36","coerente","coerente","False","GSE264373","Verificato attivamente cercando incoerenza e non trovata: tutti e 5 i confronti misurano stimolazione anti-CD3/CD28 vs non-stimolato/veicolo su cellule T/PBMC (AMTH17, PBMC, WT/S325E/S325A in GSE264373). Le varianti genotipiche S325E (fosfomimetico) e S325A (fosfo-morto) in GSE264373 sono stratificazioni dello stesso contrasto di base (stimolazione vs non-stimolazione), non un secondo contrasto — analogo alle serie multi-linea cellulare accettate altrove nel corpus quando ogni braccio e' appaiato al proprio controllo, come qui (S325E vs S325E, S325A vs S325A). L'I2 alto (91.6) riflette eterogeneita' biologica tra genotipi/materiali, non un contrasto diverso, coerentemente col criterio esplicito 'non conta l'eterogeneita', conta se sommare ha senso'. Verdetto coerente confermato.",0.250574111795403,3,"anti-CD3/CD28 stimulation",3,2.08013831652904,643,"coherent"
"cgroup_L5_844de383","coerente","coerente","False","GSE145065;GSE199868","Tutti e 5 gli studi sono pazienti con sindrome di Sjogren (primaria in 4/5, generica in GSE145065 senza contraddizioni) contro controlli sani: disegno caso-controllo di malattia legittimo, soggetti diversi non sono un difetto per le regole del progetto. Le differenze di eta' fra i bracci (es. GSE199868 58 vs 29) non rientrano nel meccanismo 9 (che si applica solo ai disegni di TRATTAMENTO, non di malattia). Nessuna etichetta rivela materiale incompatibile o entita'-ombrello. Confermo coerente.",0.403248185692763,5,"sjogren s syndrome",5,3.51779816621215,1850,"coherent"
"cgroup_L5_85083e38","incoerente","incoerente","False","GSE106608;GSE181029;GSE90469","Confermato sulle etichette: GSE181029 (righe 498-536, il piu' pesante col 73% e Kish 1.8/10) e' interamente 'Neural progenitors'/'Neurons presumably dopaminergic' da portatori di mutazioni PARK2 vs controlli sani — sono neuroni/progenitori derivati da iPSC differenziati in vitro, non tessuto di paziente. GSE90469 (righe 549-551) e' 'Patient-Derived Dopamine Neurons' vs 'Untreated Healthy Dopamine Neurons' — anch'esso materiale differenziato in vitro nonostante il nome 'patient-derived'. Il resto del gruppo (GSE106608, 128177, 133101, 140089, 161199, 168496, 206308, 208347) e' invece tessuto cerebrale post-mortem/clinico. Mescolare pazienti clinici con modelli sperimentali iPSC e' mecc. 1, e qui l'intruso domina il peso del pool. Coerente con quanto gia' documentato nella storia del progetto per questo stesso cluster.",0.600791472682967,10,"Parkinson Disease",10,1.7915281945384,976,"coherent"
"cgroup_L5_855ca642","incoerente","incoerente","False","GSE235768;GSE58910;GSE59233","CONFERMATO. Verificato etichetta per etichetta: dei 7 confronti poolati, i primi 2 di GSE235768 sono puliti (H2O2 vs vehicle (hydrogen peroxide), stesso tipo cellulare), GSE58910 e i 3 di GSE59233 sono puliti (H2O2 vs il proprio 'none'/'Control'/'SLE' baseline). Il terzo confronto di GSE235768 ('Normal Lung fibroblasts + H2O2' vs 'vehicle (bortezomib)') e' effettivamente appaiato al veicolo di un farmaco diverso (bortezomib) presente nello stesso studio, non al gemello corretto 'vehicle (hydrogen peroxide)' usato una riga sopra per lo stesso tipo cellulare. E' un controllo non valido per H2O2 (mecc. 5), un solo studio intruso su tre poolati, motivo del revisore accurato al 100% sul conteggio (6/7 puliti).",1,3,"hydrogen + peroxide",3,1.94220411778254,2109,"incoherent"
"cgroup_L5_862cd9b9","coerente","coerente","False","GSE228090;GSE237177;GSE252002","CONFERMATO dopo ricerca attiva di un difetto. Tutti e 7 i confronti sono SCH772984 vs DMSO, controllo appaiato correttamente in ogni braccio (PDX4/UM004 in GSE228090, CFPAC1/MIA PaCa-2 in GSE237177, ASPC1/PANC1 in GSE252002), tutti modelli di adenocarcinoma pancreatico. Ho controllato la possibile eccezione: GSE237177 dichiara 'SCH772984 1uM x8weeks' (esposizione cronica) mentre gli altri non dichiarano durata — potenziale confondimento (stato adattato/resistente vs risposta acuta), ma nessuna etichetta dichiara esplicitamente 'resistant' o 'chronic model', e il controllo DMSO di quello stesso studio e' presumibilmente appaiato alla stessa durata: non e' un'evidenza sufficiente per invalidare, resta un dubbio minore non decisivo.",1,3,"SCH772984",3,1.99105959137608,1781,"coherent"
"cgroup_L5_871ae09e","incoerente","incoerente","False","GSE151803;GSE169241","Confermato. GSE169241 riga 753-755: 'human heart, SARS-CoV-2 infected person' vs 'human ES-derived macrophage, No treatment' — tessuto cardiaco clinico infetto confrontato con una linea di macrofagi da ES cell mai nemmeno mock-infettata: materiale e disegno completamente disgiunti, il difetto più severo del blocco. GSE151803: verificati tutti i 4 confronti (righe 690-701) — 2 sono 'COVID-19 Lung' (tessuto polmonare) vs 'hESC Mock' (cellule staminali embrionali indifferenziate, righe 690-695), mentre 'hESC sars-Cov2 vs hESC Mock' e 'Liver Organoid sars-Cov2 vs Liver Organoid Mock' sono correttamente appaiati per materiale. Conteggio esatto (2 su 4).",0.00690394655562589,34,"SARS-CoV-2",34,30.2528442350265,1933,"coherent"
"cgroup_L5_87c40ebb","incoerente","incoerente","False","GSE141585;GSE158814","Confermato. GSE141585: verificati tutti i 3 confronti (righe 2019-2027) — 2 sono 'SB-3CT + IFN-γ' vs 'Control' (SB-3CT, inibitore MMP-9, non isolato), il terzo (IFN-γ vs Control) è pulito. GSE158814: verificati entrambi i confronti (righe 2034-2039) — 1 è 'C. trachomatis infection + IFN-γ (44hrs)' vs 'untreated' (infezione batterica aggiunta), l'altro (IFN-γ stimulation vs untreated) è pulito. Conteggi esatti (2/3 e 1/2).",0.129749947413767,20,"IFNG",20,18.1567117918026,3579,"coherent"
"cgroup_L5_889ec305","incoerente","incoerente","True","GSE104178;GSE157086;GSE164541;GSE189212;GSE205787;GSE216561;GSE93904","Verdetto confermato ma motivo corretto/ristretto alla prova verificabile. Prova solida: dentro GSE205787 una riga appaia letteralmente 'CRC whole tissues (untreated)' (TRATTATO, tessuto vero) contro 'Normal colorectal epithelial stem cell spheroids (untreated)' (CONTROLLO, organoide coltivato) — mismatch di materiale nello STESSO confronto (mecc. 6). Inoltre GSE189212 e la maggioranza di GSE205787 usano spheroid mentre GSE104178 ('Tissue') e GSE164541 ('Normal colon epithelium') usano esplicitamente tessuto/epitelio diretto: eterogeneita' di materiale reale tra studi dello stesso gruppo. Lo studio piu' pesante (~35%) e' verosimilmente GSE205787, che porta al suo interno sia il mismatch diretto sia il materiale spheroid, quindi il peso dell'errore non e' trascurabile. CORREZIONE: la parte del motivo del revisore su GSE216561 ('Healthy Donor probabilmente sangue/PBMC') e' pura speculazione non verificabile dall'etichetta e va scartata; medesimamente l'affermazione che GSE157086/GSE93904 userebbero 'tessuto bioptico diretto' non e' supportata dalle loro etichette ('Colorectal Cancer' vs 'Healthy Control'/'Control unspecified'), che non specificano affatto il materiale. NB: il mismatch patient1/patient2 in GSE164541 (CRC patient2 vs Normal colon epithelium patient1) NON e' un difetto: e' un disegno caso-controllo di malattia dove soggetti diversi sono obbligatori.",1,7,"Colorectal Neoplasms",7,3.94499379532611,1341,"coherent"
"cgroup_L5_8958b27a","coerente","coerente","False","","Verificate tutte le 10 righe: il secondo fattore (siRNA, genotipo P53KO/WT, suffisso case/control) e' sempre tenuto identico fra trattato e controllo (Nutlin+iASPP siRNA vs iASPP siRNA, Nutlin P53KO vs DMSO P53KO, HCT116_Nutlin3A_case vs HCT116_DMSO_case), isolando nutlin come unica variabile in ogni riga. Nessuna combinazione non appaiata. Confermo coerente.",0,5,"Nutlin",5,1.54803419927482,1376,"coherent"
"cgroup_L5_8a54ddd6","coerente","coerente","False","GSE145141;GSE157069;GSE196724;GSE197243;GSE216137;GSE217898","Verificato etichetta per etichetta su tutti i 27 confronti del gruppo: ogni volta che il trattato porta una modifica genetica o un transgene (ZMYND8/GFP overexpression in GSE145141, TRPM2 knockout in GSE197243, transgene stable in GSE157069), il controllo la porta identica; i confronti per donatore/tessuto/tempo (GSE196724, GSE217898, GSE216137) sono appaiati correttamente per tempo e tessuto. Nessuna combinazione non catturata, nessun materiale incompatibile, nessuna linea/passaggio spaiato. Coerente confermato.",0.696468474897929,14,"doxorubicin",14,11.8408149175084,2585,"coherent"
"cgroup_L5_8ac307e0","incoerente","incoerente","False","GSE146096;GSE171358;GSE186341;GSE217421","Confermato: 1 solo confronto su 25 (GSE217421, cardiomiociti) e lo stesso screening di cardiotossicita off-target visto per rituximab/afatinib, mescolato a ~24 confronti on-target su linee tumorali (GSE146096, GSE171358, GSE186341). Anche un solo intruso rende il gruppo incoerente per costruzione del criterio (va comunque riportato il peso); qui il peso e verosimilmente piccolo perche' il contributore piu pesante (84%) e probabilmente GSE146096 (controllo n=102, alta precisione), non GSE217421. Il revisore ha gia' correttamente hedge sul peso.",1,4,"cabozantinib",4,1.38219621826701,2008,"coherent"
"cgroup_L5_8b61f50b","coerente","coerente","False","","Valutato criticamente il possibile scostamento di DU145 (prostata, verosimilmente ER-negativa, mentre tamoxifene agisce da SERM su ER) rispetto alle linee mammarie ER+ (MCF7, MCF7L, T47D): l'etichetta 'DU145_Tamoxifen_24h vs DU145_UNTREATED' non da pero' alcuna evidenza testuale di un paradigma sperimentale diverso (resta drug-vs-non trattato su linea cellulare, come tutti gli altri). Anche la varieta di tipi di controllo (DMSO vehicle, untreated, 'Full Media') e coerente con la prassi accettata nel resto del corpus (vedi cabozantinib/afatinib che mescolano liberamente Vehicle/DMSO/UNTREATED senza essere penalizzati). Nessuna prova sufficiente per ribaltare.",0,4,"tamoxifen",4,2.79677892787258,433,"coherent"
"cgroup_L5_8c9339f5","coerente","coerente","False","GSE131605;GSE233049;GSE235210;GSE93385","Tutte le 15 righe sono ZIKV vs mock-infection con background tenuto costante fra i bracci (donatore in GSE93385/GSE131605, genotipo ATF3-/- in GSE233049, tempo appaiato 12h/24h in GSE235210). Nessuna etichetta clinica ne' agente estraneo. Confermo coerente.",0.976498238931569,5,"Zika virus",5,2.97618779038816,3133,"coherent"
"cgroup_L5_8eca612e","coerente","coerente","False","GSE146096;GSE217421;GSE252002","CONFERMATO dopo ricerca attiva. Le tre fonti hanno materiale diverso (GSE146096 tipo cellulare non specificato con pool di controllo condiviso n=102, GSE217421 cardiomiociti MSN01, GSE252002 ASPC1/PANC1 pancreatiche) — ho considerato se questo fosse mecc. 6 (materiali incompatibili), ma il mecc. 6 come definito nel corpus riguarda tessuto di paziente CONTRO linea cellulare/plasma/organoide, non linee cellulari diverse fra loro provenienti da organi diversi (stesso pattern gia' tollerato per isoprenalina in questo blocco, fegato+adipe+cuore, giudicata coerente). Entita', verso e controllo (DMSO/Vehicle Control) sono appaiati correttamente in ogni braccio. Non ho trovato nell'etichetta alcuna base per affermare che si tratti di scopi sperimentali diversi (tossicita' vs efficacia): sarebbe un'illazione non scritta nei dati.",1,3,"dabrafenib",3,1.43959911362738,149,"coherent"
"cgroup_L5_905be893","incoerente","incoerente","False","GSE134896;GSE162691","Confermato sulle etichette: in GSE134896 i due confronti 'IL-1beta + P4' vs 'vehicle' (n=1v3, n=2v3) portano un secondo agente (progesterone) assente dal controllo, mentre il terzo confronto dello stesso studio (IL-1beta vs vehicle) e tutti gli altri 17 studi sono IL-1b vs vehicle/untreated puliti, appaiati per tipo cellulare. Nota debole non decisiva: in GSE162691 due confronti appaiano 'Microtissue AD IL-1Beta Treated' a un controllo etichettato 'Unclear Context AD Control' - l'etichetta segnala ambiguita di materiale ma non basta a confermare un'intrusione certa (dubbio, non aggiunto al verdetto).",0.336741675173896,18,"IL1B",18,15.1769197272438,1681,"coherent"
"cgroup_L5_90db4e34","coerente","coerente","False","GSE124704;GSE184427;GSE231324","CONFERMATO. Ogni confronto e' Testosterone vs Control/PBS appaiato per modello LuCaP e timepoint (D5/EOS) in GSE124704, per linea LuCaP in GSE184427, per sesso in GSE231324. Nota minore trovata cercando attivamente un difetto: in GSE184427 'LuCaP 81 + Testosterone' e 'LuCaP 81 + Testosterone (Intact)' condividono lo stesso 'LuCaP 81 PBS Control' — possibile diversita' di stato ormonale del controllo (intatto vs castrato) ma l'etichetta del controllo non lo specifica, quindi non e' verificabile e non regge come base per ribaltare il verdetto.",1,3,"testosterone",3,1.4366869424922,426,"coherent"
"cgroup_L5_92f4f307","coerente","coerente","False","GSE179347;GSE217421;GSE217423","CONFERMATO. Controlli appaiati correttamente entro studio (empty EMEM medium per HepG2/HMCL-7304/SGBS in GSE179347, DMSO per i cardiomiociti in GSE217421/GSE217423), stessa entita' e stesso verso ovunque. I2 mediano 0.0 rinforza empiricamente che il contrasto pooled e' omogeneo nonostante la diversita' di tessuto (fegato/adipe/cuore), che comunque non rientra nel mecc. 6 (linee cellulari fra loro, non tessuto-paziente-vs-linea).",1,3,"isoprenaline",3,1.28911521136583,537,"coherent"
"cgroup_L5_93068469","incoerente","incoerente","False","GSE175615;GSE184891","Confermato: in GSE175615 il confronto 'Treated' vs 'Time Zero Control' usa un basale pre-trattamento come controllo, confondendo l'effetto del farmaco col tempo in coltura -- tempo non appaiato (meccanismo 9). Verificato che le etichette 'No Treatment' in GSE184891 (per HL60/OCI-AML3 a diverse durate) NON dichiarano esplicitamente 'time zero', quindi non estendo l'accusa a quello studio: resta scoping corretto al solo confronto citato.",0.47130708742022,4,"5-azacytidine",4,2.6231319948459,1278,"coherent"
"cgroup_L5_930c8dcf","incoerente","incoerente","False","GSE130247;GSE227511;GSE99626","Confermato. GSE130247 riga 1583-1585: 'DHT and ENZ' (enzalutamide, antagonista) vs 'EtOH_DMSO' — direzione opposta dentro il gruppo dell'agonista, come già noto nel progetto. GSE99626 riga 1697-1699: 'T47D cells treated with E2 and DHT' vs 'T47D cells treated with Vehicle' — E2 (estradiolo) aggiunto e non isolato, intero studio (unico confronto). GSE227511: verificati tutti i 4 confronti (righe 1670-1681) — solo 1 ('MDaPCa2a cells treated with DHT and ACP-coating' vs 'plastic and control media', righe 1673-1675) ha substrato diverso oltre all'ormone; gli altri 3 tengono l'ACP-coating costante su entrambi i bracci. Tutte le accuse reggono con i conteggi esatti.",0.120304200897526,23,"DHT (5alpha-dihydrotestosterone)",23,20.9094941277207,4875,"coherent"
"cgroup_L5_964c6389","coerente","incoerente","True","GSE105041;GSE129473;GSE64810","Il verdetto del REVISORE riportato nell'elenco da contestare era 'coherent', ma il verdetto ATTUALE nel file (riga 190) e' gia' 'coherent' -- attenzione: qui contesto il file/verdetto attuale, non quello scritto nel blocco di 10 da contestare (che nel JSON fornito riportava erroneamente motivo/meccanismo per un verdetto 'coherent' -- ricontrollato: l'elenco fornito segna questo gruppo come verdetto='coherent' con motivo vuoto, MA il file blocco-18.txt riga 190 mostra 'verdetto attuale: coherent' anch'esso. Rileggendo le etichette una per una: GSE105041 usa 'Astrocyte Progenitor Cell'/'Glial Progenitor Cell' (stato cellulare coltivato/progenitore, non tessuto maturo), mentre GSE129473 usa 'BA9 prefrontal cortex' e 'CAU' (caudato) -- regioni anatomiche reali, quindi tessuto cerebrale vero di paziente. Questo e' un mismatch di materiale (mecc. 6: modello cellulare coltivato contro tessuto cerebrale reale), lo stesso schema clinico-vs-sperimentale gia' documentato nel corpus per Parkinson/spondilite. NON estendo l'accusa a GSE64810 ('HD CAG XX' vs 'Normal Controls'): l'etichetta non specifica il tessuto, quindi non e' verificabile che sia cervello -- ma il mismatch GSE105041-vs-GSE129473 basta da solo. Il gruppo va corretto da coerente a INCOERENTE.",1,3,"Huntington Disease",3,2.16425074343017,1446,"coherent"
"cgroup_L5_96c9f7bf","incoerente","incoerente","False","GSE134497;GSE78936;GSE80655","Confermato: GSE134497 ('Bipolar Disorder - Differentiation' vs 'Healthy Control - Differentiation') e un modello di differenziazione iPSC in vitro, mentre GSE78936 e GSE80655 sono tessuto cerebrale POST-MORTEM di paziente vs controllo (diverse aree di Brodmann/DLPFC/eta). Materiale sperimentale in vitro contro tessuto clinico diretto: stesso schema clinico-vs-sperimentale gia' visto altrove nel corpus. Meccanismo 1 corretto.",0.735847589152199,4,"bipolar disorder",4,2.27231477055147,2619,"coherent"
